Países;Niveles de educación;Sexo;Periodo;Total
Letonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2013;29,2
Letonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2012;33,9
Letonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2011;28,3
Letonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2010;29,6
Letonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2009;24,9
Letonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2023;13,1
Letonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2022;14,9
Letonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2021;12,9
Letonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2020;18,5
Letonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2019;13,8
Letonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2018;15,7
Letonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2017;17,4
Letonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2016;21,1
Letonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2015;20
Letonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2014;22,7
Letonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2013;23,3
Letonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2012;23,1
Letonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2011;29,6
Letonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2010;34,5
Letonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2009;34,3
Letonia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2023;6,6
Letonia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2022;6,4
Letonia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2021;7,9
Letonia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2020;8,6
Letonia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2019;6,6
Letonia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2018;8,1
Letonia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2017;9,5
Letonia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2016;11,1
Letonia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2015;9,6
Letonia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2014;11,1
Letonia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2013;12,9
Letonia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2012;17,5
Letonia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2011;17
Letonia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2010;18,4
Letonia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2009;16,3
Letonia;Secundaria 2ª etapa (nivel 3-4);Hombres;2023;8,9
Letonia;Secundaria 2ª etapa (nivel 3-4);Hombres;2022;8,8
Letonia;Secundaria 2ª etapa (nivel 3-4);Hombres;2021;9,6
Letonia;Secundaria 2ª etapa (nivel 3-4);Hombres;2020;8,9
Letonia;Secundaria 2ª etapa (nivel 3-4);Hombres;2019;7,4
Letonia;Secundaria 2ª etapa (nivel 3-4);Hombres;2018;8,8
Letonia;Secundaria 2ª etapa (nivel 3-4);Hombres;2017;10,7
Letonia;Secundaria 2ª etapa (nivel 3-4);Hombres;2016;11,5
Letonia;Secundaria 2ª etapa (nivel 3-4);Hombres;2015;11,8
Letonia;Secundaria 2ª etapa (nivel 3-4);Hombres;2014;12,1
Letonia;Secundaria 2ª etapa (nivel 3-4);Hombres;2013;13,2
Letonia;Secundaria 2ª etapa (nivel 3-4);Hombres;2012;17,7
Letonia;Secundaria 2ª etapa (nivel 3-4);Hombres;2011;19,3
Letonia;Secundaria 2ª etapa (nivel 3-4);Hombres;2010;23,6
Letonia;Secundaria 2ª etapa (nivel 3-4);Hombres;2009;21,3
Letonia;Educación superior (nivel 5-8);Mujeres;2023;3,4
Letonia;Educación superior (nivel 5-8);Mujeres;2022;3,9
Letonia;Educación superior (nivel 5-8);Mujeres;2021;4,4
Letonia;Educación superior (nivel 5-8);Mujeres;2020;4,4
Letonia;Educación superior (nivel 5-8);Mujeres;2019;3,3
Letonia;Educación superior (nivel 5-8);Mujeres;2018;3,3
Letonia;Educación superior (nivel 5-8);Mujeres;2017;3,9
Letonia;Educación superior (nivel 5-8);Mujeres;2016;4,1
Letonia;Educación superior (nivel 5-8);Mujeres;2015;5,4
Letonia;Educación superior (nivel 5-8);Mujeres;2014;5,9
Letonia;Educación superior (nivel 5-8);Mujeres;2013;6,3
Letonia;Educación superior (nivel 5-8);Mujeres;2012;5,9
Letonia;Educación superior (nivel 5-8);Mujeres;2011;6,5
Letonia;Educación superior (nivel 5-8);Mujeres;2010;10,1
Letonia;Educación superior (nivel 5-8);Mujeres;2009;7,6
Letonia;Educación superior (nivel 5-8);Hombres;2023;3,3
Letonia;Educación superior (nivel 5-8);Hombres;2022;4,6
Letonia;Educación superior (nivel 5-8);Hombres;2021;5
Letonia;Educación superior (nivel 5-8);Hombres;2020;6,2
Letonia;Educación superior (nivel 5-8);Hombres;2019;4,2
Letonia;Educación superior (nivel 5-8);Hombres;2018;4,3
Letonia;Educación superior (nivel 5-8);Hombres;2017;3,9
Letonia;Educación superior (nivel 5-8);Hombres;2016;4,7
Letonia;Educación superior (nivel 5-8);Hombres;2015;4,1
Letonia;Educación superior (nivel 5-8);Hombres;2014;5
Letonia;Educación superior (nivel 5-8);Hombres;2013;5,4
Letonia;Educación superior (nivel 5-8);Hombres;2012;7,4
Letonia;Educación superior (nivel 5-8);Hombres;2011;8,4
Letonia;Educación superior (nivel 5-8);Hombres;2010;11,5
Letonia;Educación superior (nivel 5-8);Hombres;2009;8,3
Lituania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2023;17,1
Lituania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2022;20,4
Lituania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2021;17,6
Lituania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2020;22,7
Lituania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2019;20,7
Lituania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2018;15,5
Lituania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2017;..
Lituania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2016;23,2
Lituania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2015;27,2
Lituania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2014;32,2
Lituania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2013;35
Lituania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2012;31,7
Lituania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2011;34,5
Lituania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2010;34,4
Lituania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2009;24,2
Lituania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2023;18,6
Lituania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2022;15
Lituania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2021;16,3
Lituania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2020;22,8
Lituania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2019;16,9
Lituania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2018;19,1
Lituania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2017;22,7
Lituania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2016;26
Lituania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2015;25,8
Lituania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2014;28,4
Lituania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2013;31,7
Lituania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2012;36,4
Lituania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2011;40,8
Lituania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2010;42,5
Lituania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2009;33
Lituania;Secundaria 2ª etapa (nivel 3-4);Mujeres;2023;9,6
Lituania;Secundaria 2ª etapa (nivel 3-4);Mujeres;2022;7,7
Lituania;Secundaria 2ª etapa (nivel 3-4);Mujeres;2021;9,7
Lituania;Secundaria 2ª etapa (nivel 3-4);Mujeres;2020;11,5
Lituania;Secundaria 2ª etapa (nivel 3-4);Mujeres;2019;8,1
Lituania;Secundaria 2ª etapa (nivel 3-4);Mujeres;2018;8
Lituania;Secundaria 2ª etapa (nivel 3-4);Mujeres;2017;8,3
Lituania;Secundaria 2ª etapa (nivel 3-4);Mujeres;2016;9,9
Lituania;Secundaria 2ª etapa (nivel 3-4);Mujeres;2015;11,2
Lituania;Secundaria 2ª etapa (nivel 3-4);Mujeres;2014;12,1
Lituania;Secundaria 2ª etapa (nivel 3-4);Mujeres;2013;13,6
Lituania;Secundaria 2ª etapa (nivel 3-4);Mujeres;2012;15,8
Lituania;Secundaria 2ª etapa (nivel 3-4);Mujeres;2011;17,9
Lituania;Secundaria 2ª etapa (nivel 3-4);Mujeres;2010;19,1
Lituania;Secundaria 2ª etapa (nivel 3-4);Mujeres;2009;13,7
Lituania;Secundaria 2ª etapa (nivel 3-4);Hombres;2023;8,5
Lituania;Secundaria 2ª etapa (nivel 3-4);Hombres;2022;7,5
Lituania;Secundaria 2ª etapa (nivel 3-4);Hombres;2021;9
Lituania;Secundaria 2ª etapa (nivel 3-4);Hombres;2020;11,3
Lituania;Secundaria 2ª etapa (nivel 3-4);Hombres;2019;8,5
Lituania;Secundaria 2ª etapa (nivel 3-4);Hombres;2018;8,1
Lituania;Secundaria 2ª etapa (nivel 3-4);Hombres;2017;10,2
Lituania;Secundaria 2ª etapa (nivel 3-4);Hombres;2016;10,8
Lituania;Secundaria 2ª etapa (nivel 3-4);Hombres;2015;12,1
Lituania;Secundaria 2ª etapa (nivel 3-4);Hombres;2014;14,6
Lituania;Secundaria 2ª etapa (nivel 3-4);Hombres;2013;15
Lituania;Secundaria 2ª etapa (nivel 3-4);Hombres;2012;16,9
Lituania;Secundaria 2ª etapa (nivel 3-4);Hombres;2011;20
Lituania;Secundaria 2ª etapa (nivel 3-4);Hombres;2010;24
Lituania;Secundaria 2ª etapa (nivel 3-4);Hombres;2009;18,7
Lituania;Educación superior (nivel 5-8);Mujeres;2023;3,7
Lituania;Educación superior (nivel 5-8);Mujeres;2022;3,3
Lituania;Educación superior (nivel 5-8);Mujeres;2021;3,8
Lituania;Educación superior (nivel 5-8);Mujeres;2020;4
Lituania;Educación superior (nivel 5-8);Mujeres;2019;2,6
Lituania;Educación superior (nivel 5-8);Mujeres;2018;2,7
Lituania;Educación superior (nivel 5-8);Mujeres;2017;2,8
Lituania;Educación superior (nivel 5-8);Mujeres;2016;2,8
Lituania;Educación superior (nivel 5-8);Mujeres;2015;3,9
Lituania;Educación superior (nivel 5-8);Mujeres;2014;4,3
Lituania;Educación superior (nivel 5-8);Mujeres;2013;5,3
Lituania;Educación superior (nivel 5-8);Mujeres;2012;5,2
Lituania;Educación superior (nivel 5-8);Mujeres;2011;5,2
Lituania;Educación superior (nivel 5-8);Mujeres;2010;6,9
Lituania;Educación superior (nivel 5-8);Mujeres;2009;4,4
Lituania;Educación superior (nivel 5-8);Hombres;2023;4
Lituania;Educación superior (nivel 5-8);Hombres;2022;3,8
Lituania;Educación superior (nivel 5-8);Hombres;2021;4,4
Lituania;Educación superior (nivel 5-8);Hombres;2020;4,3
Lituania;Educación superior (nivel 5-8);Hombres;2019;3,3
Lituania;Educación superior (nivel 5-8);Hombres;2018;3
Lituania;Educación superior (nivel 5-8);Hombres;2017;3,1
Lituania;Educación superior (nivel 5-8);Hombres;2016;3,1
Lituania;Educación superior (nivel 5-8);Hombres;2015;3,3
Lituania;Educación superior (nivel 5-8);Hombres;2014;4,1
Lituania;Educación superior (nivel 5-8);Hombres;2013;4,8
Lituania;Educación superior (nivel 5-8);Hombres;2012;6,3
Lituania;Educación superior (nivel 5-8);Hombres;2011;7,8
Lituania;Educación superior (nivel 5-8);Hombres;2010;8,9
Lituania;Educación superior (nivel 5-8);Hombres;2009;8,4
Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2023;11
Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2022;9,6
Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2021;7,7
Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2020;12,8
Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2019;8,6
Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2018;9,6
Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2017;9,3
Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2016;10
Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2015;11,4
Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2014;9,7
Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2013;11,2
Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2012;8,4
Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2011;10,7
Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2010;6,2
Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2009;9,5
Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2023;7,3
Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2022;8,1
Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2021;9
Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2020;10,3
Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2019;9,1
Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2018;7,4
Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2017;8,6
Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2016;9,8
Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2015;10
Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2014;10,6
Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2013;9,5
Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2012;8,5
Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2011;6,3
Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2010;6
Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2009;6,9
Luxemburgo;Secundaria 2ª etapa (nivel 3-4);Mujeres;2023;6,3
Luxemburgo;Secundaria 2ª etapa (nivel 3-4);Mujeres;2022;4,1
Luxemburgo;Secundaria 2ª etapa (nivel 3-4);Mujeres;2021;5,8
Luxemburgo;Secundaria 2ª etapa (nivel 3-4);Mujeres;2020;5,9
Luxemburgo;Secundaria 2ª etapa (nivel 3-4);Mujeres;2019;6
Luxemburgo;Secundaria 2ª etapa (nivel 3-4);Mujeres;2018;5,8
Luxemburgo;Secundaria 2ª etapa (nivel 3-4);Mujeres;2017;4,9
Luxemburgo;Secundaria 2ª etapa (nivel 3-4);Mujeres;2016;7,9
Luxemburgo;Secundaria 2ª etapa (nivel 3-4);Mujeres;2015;7,1
Luxemburgo;Secundaria 2ª etapa (nivel 3-4);Mujeres;2014;6,1
Luxemburgo;Secundaria 2ª etapa (nivel 3-4);Mujeres;2013;6,8
Luxemburgo;Secundaria 2ª etapa (nivel 3-4);Mujeres;2012;6,2
Luxemburgo;Secundaria 2ª etapa (nivel 3-4);Mujeres;2011;5,5
Luxemburgo;Secundaria 2ª etapa (nivel 3-4);Mujeres;2010;4,8
Luxemburgo;Secundaria 2ª etapa (nivel 3-4);Mujeres;2009;5,1
Luxemburgo;Secundaria 2ª etapa (nivel 3-4);Hombres;2023;4,8
Luxemburgo;Secundaria 2ª etapa (nivel 3-4);Hombres;2022;4
Luxemburgo;Secundaria 2ª etapa (nivel 3-4);Hombres;2021;5,2
Luxemburgo;Secundaria 2ª etapa (nivel 3-4);Hombres;2020;7,7
Luxemburgo;Secundaria 2ª etapa (nivel 3-4);Hombres;2019;6,4
Luxemburgo;Secundaria 2ª etapa (nivel 3-4);Hombres;2018;5,4
Luxemburgo;Secundaria 2ª etapa (nivel 3-4);Hombres;2017;5,7
Luxemburgo;Secundaria 2ª etapa (nivel 3-4);Hombres;2016;5,8
Luxemburgo;Secundaria 2ª etapa (nivel 3-4);Hombres;2015;5,6
Luxemburgo;Secundaria 2ª etapa (nivel 3-4);Hombres;2014;6,5
Luxemburgo;Secundaria 2ª etapa (nivel 3-4);Hombres;2013;5,1
Luxemburgo;Secundaria 2ª etapa (nivel 3-4);Hombres;2012;4,3
Luxemburgo;Secundaria 2ª etapa (nivel 3-4);Hombres;2011;3,5
Luxemburgo;Secundaria 2ª etapa (nivel 3-4);Hombres;2010;3,4
Luxemburgo;Secundaria 2ª etapa (nivel 3-4);Hombres;2009;3,8
Luxemburgo;Educación superior (nivel 5-8);Mujeres;2023;3,5
Luxemburgo;Educación superior (nivel 5-8);Mujeres;2022;3,7
Luxemburgo;Educación superior (nivel 5-8);Mujeres;2021;4,8
Luxemburgo;Educación superior (nivel 5-8);Mujeres;2020;5,3
Luxemburgo;Educación superior (nivel 5-8);Mujeres;2019;3,5
Luxemburgo;Educación superior (nivel 5-8);Mujeres;2018;4,4
Luxemburgo;Educación superior (nivel 5-8);Mujeres;2017;4,2
Luxemburgo;Educación superior (nivel 5-8);Mujeres;2016;3,7
Luxemburgo;Educación superior (nivel 5-8);Mujeres;2015;5,2
Luxemburgo;Educación superior (nivel 5-8);Mujeres;2014;3,8
Luxemburgo;Educación superior (nivel 5-8);Mujeres;2013;4,2
Luxemburgo;Educación superior (nivel 5-8);Mujeres;2012;4,4
Luxemburgo;Educación superior (nivel 5-8);Mujeres;2011;4,6
Luxemburgo;Educación superior (nivel 5-8);Mujeres;2010;4,7
Luxemburgo;Educación superior (nivel 5-8);Mujeres;2009;4,9
Luxemburgo;Educación superior (nivel 5-8);Hombres;2023;4,3
Luxemburgo;Educación superior (nivel 5-8);Hombres;2022;3,4
Luxemburgo;Educación superior (nivel 5-8);Hombres;2021;3,2
Luxemburgo;Educación superior (nivel 5-8);Hombres;2020;4,1
Luxemburgo;Educación superior (nivel 5-8);Hombres;2019;3,8
Luxemburgo;Educación superior (nivel 5-8);Hombres;2018;4,2
Luxemburgo;Educación superior (nivel 5-8);Hombres;2017;3,6
Luxemburgo;Educación superior (nivel 5-8);Hombres;2016;4,2
Luxemburgo;Educación superior (nivel 5-8);Hombres;2015;4,3
Luxemburgo;Educación superior (nivel 5-8);Hombres;2014;4
Luxemburgo;Educación superior (nivel 5-8);Hombres;2013;3,7
Luxemburgo;Educación superior (nivel 5-8);Hombres;2012;3
Luxemburgo;Educación superior (nivel 5-8);Hombres;2011;2,9
Luxemburgo;Educación superior (nivel 5-8);Hombres;2010;3,1
Luxemburgo;Educación superior (nivel 5-8);Hombres;2009;3,7
Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2023;13,9
Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2022;11,4
Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2021;11,5
Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2020;11,2
Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2019;10,1
Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2018;10,6
Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2017;11,3
Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2016;12,7
Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2015;18,1
Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2014;18,7
Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2013;22,7
Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2012;24,4
Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2011;24,5
Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2010;22,8
Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2009;21,6
Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2023;12,1
Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2022;11,8
Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2021;10,6
Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2020;10,7
Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2019;9,4
Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2018;10,1
Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2017;11
Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2016;13,7
Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2015;16,8
Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2014;18,4
Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2013;24,5
Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2012;25,3
Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2011;25,5
Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2010;27,2
Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2009;24,6
Hungría;Secundaria 2ª etapa (nivel 3-4);Mujeres;2023;4,1
Hungría;Secundaria 2ª etapa (nivel 3-4);Mujeres;2022;3,4
Hungría;Secundaria 2ª etapa (nivel 3-4);Mujeres;2021;4,5
Hungría;Secundaria 2ª etapa (nivel 3-4);Mujeres;2020;4,6
Hungría;Secundaria 2ª etapa (nivel 3-4);Mujeres;2019;3,2
Hungría;Secundaria 2ª etapa (nivel 3-4);Mujeres;2018;3,8
Hungría;Secundaria 2ª etapa (nivel 3-4);Mujeres;2017;4,4
Hungría;Secundaria 2ª etapa (nivel 3-4);Mujeres;2016;5,1
Hungría;Secundaria 2ª etapa (nivel 3-4);Mujeres;2015;6,9
Hungría;Secundaria 2ª etapa (nivel 3-4);Mujeres;2014;7,8
Hungría;Secundaria 2ª etapa (nivel 3-4);Mujeres;2013;10,4
Hungría;Secundaria 2ª etapa (nivel 3-4);Mujeres;2012;10,5
Hungría;Secundaria 2ª etapa (nivel 3-4);Mujeres;2011;11
Hungría;Secundaria 2ª etapa (nivel 3-4);Mujeres;2010;10,6
Hungría;Secundaria 2ª etapa (nivel 3-4);Mujeres;2009;9,4
Hungría;Secundaria 2ª etapa (nivel 3-4);Hombres;2023;3,6
Hungría;Secundaria 2ª etapa (nivel 3-4);Hombres;2022;3,3
Hungría;Secundaria 2ª etapa (nivel 3-4);Hombres;2021;3,6
Hungría;Secundaria 2ª etapa (nivel 3-4);Hombres;2020;3,8
Hungría;Secundaria 2ª etapa (nivel 3-4);Hombres;2019;2,9
Hungría;Secundaria 2ª etapa (nivel 3-4);Hombres;2018;3
Hungría;Secundaria 2ª etapa (nivel 3-4);Hombres;2017;3,2
Hungría;Secundaria 2ª etapa (nivel 3-4);Hombres;2016;4,5
Hungría;Secundaria 2ª etapa (nivel 3-4);Hombres;2015;6
Hungría;Secundaria 2ª etapa (nivel 3-4);Hombres;2014;7
Hungría;Secundaria 2ª etapa (nivel 3-4);Hombres;2013;9,7
Hungría;Secundaria 2ª etapa (nivel 3-4);Hombres;2012;10,9
Hungría;Secundaria 2ª etapa (nivel 3-4);Hombres;2011;10,4
Hungría;Secundaria 2ª etapa (nivel 3-4);Hombres;2010;10,5
Hungría;Secundaria 2ª etapa (nivel 3-4);Hombres;2009;9,4
Hungría;Educación superior (nivel 5-8);Mujeres;2023;1,6
Hungría;Educación superior (nivel 5-8);Mujeres;2022;1,5
Hungría;Educación superior (nivel 5-8);Mujeres;2021;1,8
Hungría;Educación superior (nivel 5-8);Mujeres;2020;2,1
Hungría;Educación superior (nivel 5-8);Mujeres;2019;1,6
Hungría;Educación superior (nivel 5-8);Mujeres;2018;1,7
Hungría;Educación superior (nivel 5-8);Mujeres;2017;1,8
Hungría;Educación superior (nivel 5-8);Mujeres;2016;1,8
Hungría;Educación superior (nivel 5-8);Mujeres;2015;2,6
Hungría;Educación superior (nivel 5-8);Mujeres;2014;3,4
Hungría;Educación superior (nivel 5-8);Mujeres;2013;4,3
Hungría;Educación superior (nivel 5-8);Mujeres;2012;4,7
Hungría;Educación superior (nivel 5-8);Mujeres;2011;4,4
Hungría;Educación superior (nivel 5-8);Mujeres;2010;4,3
Hungría;Educación superior (nivel 5-8);Mujeres;2009;4,1
Hungría;Educación superior (nivel 5-8);Hombres;2023;1,6
Hungría;Educación superior (nivel 5-8);Hombres;2022;1,4
Hungría;Educación superior (nivel 5-8);Hombres;2021;1,7
Hungría;Educación superior (nivel 5-8);Hombres;2020;1,6
Hungría;Educación superior (nivel 5-8);Hombres;2019;1,5
Hungría;Educación superior (nivel 5-8);Hombres;2018;1,2
Hungría;Educación superior (nivel 5-8);Hombres;2017;1,4
Hungría;Educación superior (nivel 5-8);Hombres;2016;1,8
Hungría;Educación superior (nivel 5-8);Hombres;2015;2,2
Hungría;Educación superior (nivel 5-8);Hombres;2014;2,8
Hungría;Educación superior (nivel 5-8);Hombres;2013;3,4
Hungría;Educación superior (nivel 5-8);Hombres;2012;4,2
Hungría;Educación superior (nivel 5-8);Hombres;2011;4,1
Hungría;Educación superior (nivel 5-8);Hombres;2010;4,9
Hungría;Educación superior (nivel 5-8);Hombres;2009;3,6
Malta;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2023;4,7
Malta;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2022;2,8
Malta;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2021;5,5
