Países;Sexo/Brecha de género;Niveles de educación;Periodo;Total
Chipre;Hombres;Educación superior (nivel 5-8);2015;83,6
Chipre;Hombres;Educación superior (nivel 5-8);2014;82,4
Chipre;Hombres;Educación superior (nivel 5-8);2013;81,6
Chipre;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2023;16,8
Chipre;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2022;21,7
Chipre;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2021;22,9
Chipre;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2020;26,8
Chipre;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2019;22,3
Chipre;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2018;20,8
Chipre;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2017;16,2
Chipre;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2016;14,1
Chipre;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2015;11,8
Chipre;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2014;10
Chipre;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2013;11,1
Chipre;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2023;12,9
Chipre;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2022;14,7
Chipre;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2021;15,5
Chipre;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2020;16,1
Chipre;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2019;12,7
Chipre;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2018;11,2
Chipre;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2017;11,5
Chipre;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2016;14,5
Chipre;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2015;9,4
Chipre;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2014;9,2
Chipre;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2013;13,3
Chipre;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2023;6,6
Chipre;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2022;9,7
Chipre;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2021;8,7
Chipre;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2020;6,4
Chipre;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2019;10,5
Chipre;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2018;8,6
Chipre;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2017;7,8
Chipre;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2016;7,3
Chipre;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2015;9,1
Chipre;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2014;8,7
Chipre;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2013;9,4
Letonia;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2023;54
Letonia;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2022;51,6
Letonia;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2021;43,5
Letonia;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2020;51,9
Letonia;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2019;50,8
Letonia;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2018;47,5
Letonia;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2017;45,9
Letonia;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2016;46,4
Letonia;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2015;39,6
Letonia;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2014;38,1
Letonia;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2013;39,2
Letonia;Mujeres;Secundaria 2ª etapa (nivel 3-4);2023;69,7
Letonia;Mujeres;Secundaria 2ª etapa (nivel 3-4);2022;68,8
Letonia;Mujeres;Secundaria 2ª etapa (nivel 3-4);2021;65,6
Letonia;Mujeres;Secundaria 2ª etapa (nivel 3-4);2020;69,2
Letonia;Mujeres;Secundaria 2ª etapa (nivel 3-4);2019;68,8
Letonia;Mujeres;Secundaria 2ª etapa (nivel 3-4);2018;68,2
Letonia;Mujeres;Secundaria 2ª etapa (nivel 3-4);2017;66,3
Letonia;Mujeres;Secundaria 2ª etapa (nivel 3-4);2016;64,7
Letonia;Mujeres;Secundaria 2ª etapa (nivel 3-4);2015;65,3
Letonia;Mujeres;Secundaria 2ª etapa (nivel 3-4);2014;63,9
Letonia;Mujeres;Secundaria 2ª etapa (nivel 3-4);2013;62,1
Letonia;Mujeres;Educación superior (nivel 5-8);2023;85,8
Letonia;Mujeres;Educación superior (nivel 5-8);2022;85,3
Letonia;Mujeres;Educación superior (nivel 5-8);2021;84,3
Letonia;Mujeres;Educación superior (nivel 5-8);2020;85,1
Letonia;Mujeres;Educación superior (nivel 5-8);2019;87,8
Letonia;Mujeres;Educación superior (nivel 5-8);2018;87,9
Letonia;Mujeres;Educación superior (nivel 5-8);2017;85,7
Letonia;Mujeres;Educación superior (nivel 5-8);2016;85,9
Letonia;Mujeres;Educación superior (nivel 5-8);2015;83,4
Letonia;Mujeres;Educación superior (nivel 5-8);2014;81,9
Letonia;Mujeres;Educación superior (nivel 5-8);2013;82,3
Letonia;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2023;64,1
Letonia;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2022;63
Letonia;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2021;63,9
Letonia;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2020;66,4
Letonia;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2019;65,4
Letonia;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2018;63,3
Letonia;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2017;63,1
Letonia;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2016;60
Letonia;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2015;60,7
Letonia;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2014;56,6
Letonia;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2013;54,6
Letonia;Hombres;Secundaria 2ª etapa (nivel 3-4);2023;76,8
Letonia;Hombres;Secundaria 2ª etapa (nivel 3-4);2022;76,6
Letonia;Hombres;Secundaria 2ª etapa (nivel 3-4);2021;75,5
Letonia;Hombres;Secundaria 2ª etapa (nivel 3-4);2020;77,2
Letonia;Hombres;Secundaria 2ª etapa (nivel 3-4);2019;77
Letonia;Hombres;Secundaria 2ª etapa (nivel 3-4);2018;77,8
Letonia;Hombres;Secundaria 2ª etapa (nivel 3-4);2017;75,4
Letonia;Hombres;Secundaria 2ª etapa (nivel 3-4);2016;72,9
Letonia;Hombres;Secundaria 2ª etapa (nivel 3-4);2015;73,2
Letonia;Hombres;Secundaria 2ª etapa (nivel 3-4);2014;72,6
Letonia;Hombres;Secundaria 2ª etapa (nivel 3-4);2013;70,5
Letonia;Hombres;Educación superior (nivel 5-8);2023;90,4
Letonia;Hombres;Educación superior (nivel 5-8);2022;88,9
Letonia;Hombres;Educación superior (nivel 5-8);2021;88,2
Letonia;Hombres;Educación superior (nivel 5-8);2020;88,3
Letonia;Hombres;Educación superior (nivel 5-8);2019;91,1
Letonia;Hombres;Educación superior (nivel 5-8);2018;90,7
Letonia;Hombres;Educación superior (nivel 5-8);2017;89,1
Letonia;Hombres;Educación superior (nivel 5-8);2016;87,8
Letonia;Hombres;Educación superior (nivel 5-8);2015;88,4
Letonia;Hombres;Educación superior (nivel 5-8);2014;86,2
Letonia;Hombres;Educación superior (nivel 5-8);2013;87,8
Letonia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2023;10,1
Letonia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2022;11,4
Letonia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2021;20,4
Letonia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2020;14,5
Letonia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2019;14,6
Letonia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2018;15,8
Letonia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2017;17,2
Letonia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2016;13,6
Letonia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2015;21,1
Letonia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2014;18,5
Letonia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2013;15,4
Letonia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2023;7,1
Letonia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2022;7,8
Letonia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2021;9,9
Letonia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2020;8
Letonia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2019;8,2
Letonia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2018;9,6
Letonia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2017;9,1
Letonia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2016;8,2
Letonia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2015;7,9
Letonia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2014;8,7
Letonia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2013;8,4
Letonia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2023;4,6
Letonia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2022;3,6
Letonia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2021;3,9
Letonia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2020;3,2
Letonia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2019;3,3
Letonia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2018;2,8
Letonia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2017;3,4
Letonia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2016;1,9
Letonia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2015;5
Letonia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2014;4,3
Letonia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2013;5,5
Lituania;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2023;47,8
Lituania;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2022;39
Lituania;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2021;41,6
Lituania;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2020;41,6
Lituania;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2019;38,9
Lituania;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2018;41,8
Lituania;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2017;38,4
Lituania;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2016;35,7
Lituania;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2015;35,6
Lituania;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2014;35,1
Lituania;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2013;30,1
Lituania;Mujeres;Secundaria 2ª etapa (nivel 3-4);2023;67,3
Lituania;Mujeres;Secundaria 2ª etapa (nivel 3-4);2022;69,1
Lituania;Mujeres;Secundaria 2ª etapa (nivel 3-4);2021;66,6
Lituania;Mujeres;Secundaria 2ª etapa (nivel 3-4);2020;64,7
Lituania;Mujeres;Secundaria 2ª etapa (nivel 3-4);2019;67,8
Lituania;Mujeres;Secundaria 2ª etapa (nivel 3-4);2018;67,5
Lituania;Mujeres;Secundaria 2ª etapa (nivel 3-4);2017;66
Lituania;Mujeres;Secundaria 2ª etapa (nivel 3-4);2016;64,2
Lituania;Mujeres;Secundaria 2ª etapa (nivel 3-4);2015;63,6
Lituania;Mujeres;Secundaria 2ª etapa (nivel 3-4);2014;61,9
Lituania;Mujeres;Secundaria 2ª etapa (nivel 3-4);2013;59,6
Lituania;Mujeres;Educación superior (nivel 5-8);2023;88,9
Lituania;Mujeres;Educación superior (nivel 5-8);2022;89,5
Lituania;Mujeres;Educación superior (nivel 5-8);2021;88,7
Lituania;Mujeres;Educación superior (nivel 5-8);2020;89,3
Lituania;Mujeres;Educación superior (nivel 5-8);2019;90,2
Lituania;Mujeres;Educación superior (nivel 5-8);2018;89,6
Lituania;Mujeres;Educación superior (nivel 5-8);2017;89,6
Lituania;Mujeres;Educación superior (nivel 5-8);2016;89,5
Lituania;Mujeres;Educación superior (nivel 5-8);2015;87
Lituania;Mujeres;Educación superior (nivel 5-8);2014;87,2
Lituania;Mujeres;Educación superior (nivel 5-8);2013;87
Lituania;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2023;51,6
Lituania;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2022;54,3
Lituania;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2021;56,2
Lituania;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2020;51,7
Lituania;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2019;53,3
Lituania;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2018;50
Lituania;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2017;47,4
Lituania;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2016;46,4
Lituania;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2015;47,3
Lituania;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2014;46,8
Lituania;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2013;42,1
Lituania;Hombres;Secundaria 2ª etapa (nivel 3-4);2023;75,7
Lituania;Hombres;Secundaria 2ª etapa (nivel 3-4);2022;75,8
Lituania;Hombres;Secundaria 2ª etapa (nivel 3-4);2021;73,3
Lituania;Hombres;Secundaria 2ª etapa (nivel 3-4);2020;73,2
Lituania;Hombres;Secundaria 2ª etapa (nivel 3-4);2019;74,7
Lituania;Hombres;Secundaria 2ª etapa (nivel 3-4);2018;75,7
Lituania;Hombres;Secundaria 2ª etapa (nivel 3-4);2017;72,9
Lituania;Hombres;Secundaria 2ª etapa (nivel 3-4);2016;72,3
Lituania;Hombres;Secundaria 2ª etapa (nivel 3-4);2015;70,4
Lituania;Hombres;Secundaria 2ª etapa (nivel 3-4);2014;69
Lituania;Hombres;Secundaria 2ª etapa (nivel 3-4);2013;68
Lituania;Hombres;Educación superior (nivel 5-8);2023;90,3
Lituania;Hombres;Educación superior (nivel 5-8);2022;90
Lituania;Hombres;Educación superior (nivel 5-8);2021;90,1
Lituania;Hombres;Educación superior (nivel 5-8);2020;89,8
Lituania;Hombres;Educación superior (nivel 5-8);2019;91,8
Lituania;Hombres;Educación superior (nivel 5-8);2018;92
Lituania;Hombres;Educación superior (nivel 5-8);2017;90,8
Lituania;Hombres;Educación superior (nivel 5-8);2016;92
Lituania;Hombres;Educación superior (nivel 5-8);2015;91,5
Lituania;Hombres;Educación superior (nivel 5-8);2014;90,3
Lituania;Hombres;Educación superior (nivel 5-8);2013;88,6
Lituania;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2023;3,8
Lituania;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2022;15,3
Lituania;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2021;14,6
Lituania;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2020;10,1
Lituania;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2019;14,4
Lituania;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2018;8,2
Lituania;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2017;9
Lituania;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2016;10,7
Lituania;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2015;11,7
Lituania;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2014;11,7
Lituania;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2013;12
Lituania;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2023;8,4
Lituania;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2022;6,7
Lituania;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2021;6,7
Lituania;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2020;8,5
Lituania;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2019;6,9
Lituania;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2018;8,2
Lituania;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2017;6,9
Lituania;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2016;8,1
Lituania;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2015;6,8
Lituania;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2014;7,1
Lituania;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2013;8,4
Lituania;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2023;1,4
Lituania;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2022;0,5
Lituania;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2021;1,4
Lituania;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2020;0,5
Lituania;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2019;1,6
Lituania;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2018;2,4
Lituania;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2017;1,2
Lituania;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2016;2,5
Lituania;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2015;4,5
Lituania;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2014;3,1
Lituania;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2013;1,6
Luxemburgo;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2023;55,8
Luxemburgo;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2022;55,5
Luxemburgo;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2021;55,5
Luxemburgo;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2020;51,4
Luxemburgo;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2019;50,6
Luxemburgo;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2018;51,8
Luxemburgo;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2017;49,5
Luxemburgo;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2016;47,7
Luxemburgo;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2015;50,7
Luxemburgo;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2014;50,1
Luxemburgo;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2013;49,9
Luxemburgo;Mujeres;Secundaria 2ª etapa (nivel 3-4);2023;63
Luxemburgo;Mujeres;Secundaria 2ª etapa (nivel 3-4);2022;62,1
Luxemburgo;Mujeres;Secundaria 2ª etapa (nivel 3-4);2021;64,4
Luxemburgo;Mujeres;Secundaria 2ª etapa (nivel 3-4);2020;64,6
Luxemburgo;Mujeres;Secundaria 2ª etapa (nivel 3-4);2019;63,5
Luxemburgo;Mujeres;Secundaria 2ª etapa (nivel 3-4);2018;64,8
Luxemburgo;Mujeres;Secundaria 2ª etapa (nivel 3-4);2017;65,1
Luxemburgo;Mujeres;Secundaria 2ª etapa (nivel 3-4);2016;60,2
Luxemburgo;Mujeres;Secundaria 2ª etapa (nivel 3-4);2015;60,5
Luxemburgo;Mujeres;Secundaria 2ª etapa (nivel 3-4);2014;60,1
Luxemburgo;Mujeres;Secundaria 2ª etapa (nivel 3-4);2013;58,6
Luxemburgo;Mujeres;Educación superior (nivel 5-8);2023;82,3
Luxemburgo;Mujeres;Educación superior (nivel 5-8);2022;82,6
Luxemburgo;Mujeres;Educación superior (nivel 5-8);2021;79,8
Luxemburgo;Mujeres;Educación superior (nivel 5-8);2020;79,8
Luxemburgo;Mujeres;Educación superior (nivel 5-8);2019;80,5
Luxemburgo;Mujeres;Educación superior (nivel 5-8);2018;80
Luxemburgo;Mujeres;Educación superior (nivel 5-8);2017;80,9
Luxemburgo;Mujeres;Educación superior (nivel 5-8);2016;80,2
Luxemburgo;Mujeres;Educación superior (nivel 5-8);2015;79,1
Luxemburgo;Mujeres;Educación superior (nivel 5-8);2014;78,5
Luxemburgo;Mujeres;Educación superior (nivel 5-8);2013;77,5
Luxemburgo;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2023;67,2
Luxemburgo;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2022;65,9
Luxemburgo;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2021;63,3
Luxemburgo;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2020;62,1
Luxemburgo;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2019;64,6
Luxemburgo;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2018;65,7
Luxemburgo;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2017;63,1
Luxemburgo;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2016;65
Luxemburgo;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2015;65,8
Luxemburgo;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2014;65,8
Luxemburgo;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2013;67,7
Luxemburgo;Hombres;Secundaria 2ª etapa (nivel 3-4);2023;72
Luxemburgo;Hombres;Secundaria 2ª etapa (nivel 3-4);2022;71,1
Luxemburgo;Hombres;Secundaria 2ª etapa (nivel 3-4);2021;72
Luxemburgo;Hombres;Secundaria 2ª etapa (nivel 3-4);2020;70,5
Luxemburgo;Hombres;Secundaria 2ª etapa (nivel 3-4);2019;70,8
Luxemburgo;Hombres;Secundaria 2ª etapa (nivel 3-4);2018;71,2
Luxemburgo;Hombres;Secundaria 2ª etapa (nivel 3-4);2017;71,3
Luxemburgo;Hombres;Secundaria 2ª etapa (nivel 3-4);2016;71,3
Luxemburgo;Hombres;Secundaria 2ª etapa (nivel 3-4);2015;73,3
Luxemburgo;Hombres;Secundaria 2ª etapa (nivel 3-4);2014;73,8
Luxemburgo;Hombres;Secundaria 2ª etapa (nivel 3-4);2013;73,6
Luxemburgo;Hombres;Educación superior (nivel 5-8);2023;86,7
Luxemburgo;Hombres;Educación superior (nivel 5-8);2022;87,6
Luxemburgo;Hombres;Educación superior (nivel 5-8);2021;88,5
Luxemburgo;Hombres;Educación superior (nivel 5-8);2020;86,6
Luxemburgo;Hombres;Educación superior (nivel 5-8);2019;89
Luxemburgo;Hombres;Educación superior (nivel 5-8);2018;87,4
Luxemburgo;Hombres;Educación superior (nivel 5-8);2017;87
Luxemburgo;Hombres;Educación superior (nivel 5-8);2016;87,2
Luxemburgo;Hombres;Educación superior (nivel 5-8);2015;87,4
Luxemburgo;Hombres;Educación superior (nivel 5-8);2014;87,1
Luxemburgo;Hombres;Educación superior (nivel 5-8);2013;88
Luxemburgo;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2023;11,4
Luxemburgo;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2022;10,4
Luxemburgo;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2021;7,8
Luxemburgo;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2020;10,7
Luxemburgo;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2019;14
Luxemburgo;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2018;13,9
Luxemburgo;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2017;13,6
Luxemburgo;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2016;17,3
Luxemburgo;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2015;15,1
Luxemburgo;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2014;15,7
Luxemburgo;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2013;17,8
Luxemburgo;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2023;9
Luxemburgo;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2022;9
Luxemburgo;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2021;7,6
Luxemburgo;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2020;5,9
Luxemburgo;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2019;7,3
Luxemburgo;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2018;6,4
Luxemburgo;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2017;6,2
