Sexo;Países;Niveles de educación;Grupos de edad;Periodo;Total
Hombres;Dinamarca;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2018;3,1
Hombres;Dinamarca;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2017;3,3
Hombres;Dinamarca;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2016;3,9
Hombres;Dinamarca;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2015;4,8
Hombres;Dinamarca;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2014;4,7
Hombres;Dinamarca;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2013;4,6
Hombres;Dinamarca;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2012;5,8
Hombres;Dinamarca;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2011;7,1
Hombres;Dinamarca;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2010;9
Hombres;Dinamarca;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2009;6,1
Hombres;Dinamarca;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2023;..
Hombres;Dinamarca;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2022;..
Hombres;Dinamarca;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2021;5,2
Hombres;Dinamarca;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2020;3,5
Hombres;Dinamarca;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2019;..
Hombres;Dinamarca;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2018;..
Hombres;Dinamarca;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2017;4,1
Hombres;Dinamarca;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2016;5
Hombres;Dinamarca;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2015;..
Hombres;Dinamarca;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2014;6,2
Hombres;Dinamarca;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2013;..
Hombres;Dinamarca;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2012;..
Hombres;Dinamarca;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2011;5,3
Hombres;Dinamarca;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2010;..
Hombres;Dinamarca;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2009;..
Hombres;Dinamarca;Educación superior (nivel 5-8);De 15 a 24 años;2023;..
Hombres;Dinamarca;Educación superior (nivel 5-8);De 15 a 24 años;2022;..
Hombres;Dinamarca;Educación superior (nivel 5-8);De 15 a 24 años;2021;..
Hombres;Dinamarca;Educación superior (nivel 5-8);De 15 a 24 años;2020;..
Hombres;Dinamarca;Educación superior (nivel 5-8);De 15 a 24 años;2019;..
Hombres;Dinamarca;Educación superior (nivel 5-8);De 15 a 24 años;2018;..
Hombres;Dinamarca;Educación superior (nivel 5-8);De 15 a 24 años;2017;..
Hombres;Dinamarca;Educación superior (nivel 5-8);De 15 a 24 años;2016;..
Hombres;Dinamarca;Educación superior (nivel 5-8);De 15 a 24 años;2015;..
Hombres;Dinamarca;Educación superior (nivel 5-8);De 15 a 24 años;2014;..
Hombres;Dinamarca;Educación superior (nivel 5-8);De 15 a 24 años;2013;..
Hombres;Dinamarca;Educación superior (nivel 5-8);De 15 a 24 años;2012;..
Hombres;Dinamarca;Educación superior (nivel 5-8);De 15 a 24 años;2011;..
Hombres;Dinamarca;Educación superior (nivel 5-8);De 15 a 24 años;2010;..
Hombres;Dinamarca;Educación superior (nivel 5-8);De 15 a 24 años;2009;..
Hombres;Dinamarca;Educación superior (nivel 5-8);De 25 a 49 años;2023;4,3
Hombres;Dinamarca;Educación superior (nivel 5-8);De 25 a 49 años;2022;3,9
Hombres;Dinamarca;Educación superior (nivel 5-8);De 25 a 49 años;2021;4,3
Hombres;Dinamarca;Educación superior (nivel 5-8);De 25 a 49 años;2020;4,7
Hombres;Dinamarca;Educación superior (nivel 5-8);De 25 a 49 años;2019;4,1
Hombres;Dinamarca;Educación superior (nivel 5-8);De 25 a 49 años;2018;3,6
Hombres;Dinamarca;Educación superior (nivel 5-8);De 25 a 49 años;2017;4,7
Hombres;Dinamarca;Educación superior (nivel 5-8);De 25 a 49 años;2016;4,9
Hombres;Dinamarca;Educación superior (nivel 5-8);De 25 a 49 años;2015;4,6
Hombres;Dinamarca;Educación superior (nivel 5-8);De 25 a 49 años;2014;4,5
Hombres;Dinamarca;Educación superior (nivel 5-8);De 25 a 49 años;2013;4,6
Hombres;Dinamarca;Educación superior (nivel 5-8);De 25 a 49 años;2012;4,6
Hombres;Dinamarca;Educación superior (nivel 5-8);De 25 a 49 años;2011;4,6
Hombres;Dinamarca;Educación superior (nivel 5-8);De 25 a 49 años;2010;5,2
Hombres;Dinamarca;Educación superior (nivel 5-8);De 25 a 49 años;2009;4,3
Hombres;Dinamarca;Educación superior (nivel 5-8);De 50 a 59 años;2023;2,5
Hombres;Dinamarca;Educación superior (nivel 5-8);De 50 a 59 años;2022;2,2
Hombres;Dinamarca;Educación superior (nivel 5-8);De 50 a 59 años;2021;3,6
Hombres;Dinamarca;Educación superior (nivel 5-8);De 50 a 59 años;2020;3,3
Hombres;Dinamarca;Educación superior (nivel 5-8);De 50 a 59 años;2019;2,8
Hombres;Dinamarca;Educación superior (nivel 5-8);De 50 a 59 años;2018;2,8
Hombres;Dinamarca;Educación superior (nivel 5-8);De 50 a 59 años;2017;3,6
Hombres;Dinamarca;Educación superior (nivel 5-8);De 50 a 59 años;2016;2,9
Hombres;Dinamarca;Educación superior (nivel 5-8);De 50 a 59 años;2015;3,4
Hombres;Dinamarca;Educación superior (nivel 5-8);De 50 a 59 años;2014;4,4
Hombres;Dinamarca;Educación superior (nivel 5-8);De 50 a 59 años;2013;5
Hombres;Dinamarca;Educación superior (nivel 5-8);De 50 a 59 años;2012;4,3
Hombres;Dinamarca;Educación superior (nivel 5-8);De 50 a 59 años;2011;4,7
Hombres;Dinamarca;Educación superior (nivel 5-8);De 50 a 59 años;2010;4,7
Hombres;Dinamarca;Educación superior (nivel 5-8);De 50 a 59 años;2009;4
Hombres;Dinamarca;Educación superior (nivel 5-8);De 60 a 64 años;2023;..
Hombres;Dinamarca;Educación superior (nivel 5-8);De 60 a 64 años;2022;..
Hombres;Dinamarca;Educación superior (nivel 5-8);De 60 a 64 años;2021;..
Hombres;Dinamarca;Educación superior (nivel 5-8);De 60 a 64 años;2020;..
Hombres;Dinamarca;Educación superior (nivel 5-8);De 60 a 64 años;2019;..
Hombres;Dinamarca;Educación superior (nivel 5-8);De 60 a 64 años;2018;..
Hombres;Dinamarca;Educación superior (nivel 5-8);De 60 a 64 años;2017;..
Hombres;Dinamarca;Educación superior (nivel 5-8);De 60 a 64 años;2016;..
Hombres;Dinamarca;Educación superior (nivel 5-8);De 60 a 64 años;2015;..
Hombres;Dinamarca;Educación superior (nivel 5-8);De 60 a 64 años;2014;..
Hombres;Dinamarca;Educación superior (nivel 5-8);De 60 a 64 años;2013;..
Hombres;Dinamarca;Educación superior (nivel 5-8);De 60 a 64 años;2012;..
Hombres;Dinamarca;Educación superior (nivel 5-8);De 60 a 64 años;2011;..
Hombres;Dinamarca;Educación superior (nivel 5-8);De 60 a 64 años;2010;..
Hombres;Dinamarca;Educación superior (nivel 5-8);De 60 a 64 años;2009;..
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2023;8,9
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2022;8,5
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2021;11,2
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2020;11,2
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2019;9,7
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2018;10,8
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2017;11,5
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2016;11,7
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2015;11,6
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2014;12,4
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2013;11,5
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2012;12,1
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2011;12,1
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2010;13,7
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2009;14,6
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2023;7,2
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2022;7,6
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2021;9
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2020;12,2
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2019;10,3
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2018;11,7
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2017;12,1
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2016;12,6
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2015;14,3
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2014;15,4
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2013;15,1
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2012;15,1
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2011;16,1
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2010;19
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2009;20
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 50 a 59 años;2023;4,7
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 50 a 59 años;2022;4,9
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 50 a 59 años;2021;5,8
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 50 a 59 años;2020;6,4
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 50 a 59 años;2019;6,4
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 50 a 59 años;2018;7,3
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 50 a 59 años;2017;7,4
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 50 a 59 años;2016;8,5
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 50 a 59 años;2015;11,2
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 50 a 59 años;2014;11,1
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 50 a 59 años;2013;13
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 50 a 59 años;2012;12,1
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 50 a 59 años;2011;13,9
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 50 a 59 años;2010;15,9
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 50 a 59 años;2009;17
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 60 a 64 años;2023;..
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 60 a 64 años;2022;..
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 60 a 64 años;2021;5,8
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 60 a 64 años;2020;..
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 60 a 64 años;2019;6,1
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 60 a 64 años;2018;6,2
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 60 a 64 años;2017;7,8
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 60 a 64 años;2016;9,1
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 60 a 64 años;2015;10,2
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 60 a 64 años;2014;10,5
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 60 a 64 años;2013;11,6
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 60 a 64 años;2012;13,8
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 60 a 64 años;2011;14,3
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 60 a 64 años;2010;17
Hombres;Alemania;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 60 a 64 años;2009;16,2
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 15 a 24 años;2023;4,5
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 15 a 24 años;2022;4,6
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 15 a 24 años;2021;4,7
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 15 a 24 años;2020;4,9
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 15 a 24 años;2019;4,3
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 15 a 24 años;2018;4,3
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 15 a 24 años;2017;4,8
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 15 a 24 años;2016;5
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 15 a 24 años;2015;5,2
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 15 a 24 años;2014;5,5
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 15 a 24 años;2013;6,1
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 15 a 24 años;2012;5,8
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 15 a 24 años;2011;6,7
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 15 a 24 años;2010;8,2
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 15 a 24 años;2009;10,7
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 25 a 49 años;2023;3
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 25 a 49 años;2022;3,1
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 25 a 49 años;2021;3,7
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 25 a 49 años;2020;3,7
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 25 a 49 años;2019;3,1
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 25 a 49 años;2018;3,3
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 25 a 49 años;2017;3,7
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 25 a 49 años;2016;3,9
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 25 a 49 años;2015;4,5
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 25 a 49 años;2014;4,7
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 25 a 49 años;2013;5,1
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 25 a 49 años;2012;5,1
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 25 a 49 años;2011;5,7
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 25 a 49 años;2010;7
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 25 a 49 años;2009;7,7
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2023;2,1
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2022;2,2
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2021;2,9
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2020;3,1
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2019;2,6
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2018;2,9
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2017;3,3
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2016;4
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2015;4,7
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2014;5,2
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2013;5,6
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2012;6
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2011;6,6
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2010;8
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2009;8,7
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2023;2,9
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2022;3,7
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2021;4,1
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2020;3,9
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2019;3,7
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2018;4,2
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2017;4,8
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2016;5,3
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2015;6,9
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2014;7,2
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2013;7,7
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2012;8,1
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2011;7,9
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2010;9
Hombres;Alemania;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2009;8,3
Hombres;Alemania;Educación superior (nivel 5-8);De 15 a 24 años;2023;..
Hombres;Alemania;Educación superior (nivel 5-8);De 15 a 24 años;2022;..
Hombres;Alemania;Educación superior (nivel 5-8);De 15 a 24 años;2021;..
Hombres;Alemania;Educación superior (nivel 5-8);De 15 a 24 años;2020;..
Hombres;Alemania;Educación superior (nivel 5-8);De 15 a 24 años;2019;..
Hombres;Alemania;Educación superior (nivel 5-8);De 15 a 24 años;2018;4,4
Hombres;Alemania;Educación superior (nivel 5-8);De 15 a 24 años;2017;..
Hombres;Alemania;Educación superior (nivel 5-8);De 15 a 24 años;2016;..
Hombres;Alemania;Educación superior (nivel 5-8);De 15 a 24 años;2015;..
Hombres;Alemania;Educación superior (nivel 5-8);De 15 a 24 años;2014;..
Hombres;Alemania;Educación superior (nivel 5-8);De 15 a 24 años;2013;..
Hombres;Alemania;Educación superior (nivel 5-8);De 15 a 24 años;2012;..
Hombres;Alemania;Educación superior (nivel 5-8);De 15 a 24 años;2011;..
Hombres;Alemania;Educación superior (nivel 5-8);De 15 a 24 años;2010;8,5
Hombres;Alemania;Educación superior (nivel 5-8);De 15 a 24 años;2009;..
Hombres;Alemania;Educación superior (nivel 5-8);De 25 a 49 años;2023;2
Hombres;Alemania;Educación superior (nivel 5-8);De 25 a 49 años;2022;1,9
Hombres;Alemania;Educación superior (nivel 5-8);De 25 a 49 años;2021;2,4
Hombres;Alemania;Educación superior (nivel 5-8);De 25 a 49 años;2020;3
Hombres;Alemania;Educación superior (nivel 5-8);De 25 a 49 años;2019;2
Hombres;Alemania;Educación superior (nivel 5-8);De 25 a 49 años;2018;2
Hombres;Alemania;Educación superior (nivel 5-8);De 25 a 49 años;2017;2,1
Hombres;Alemania;Educación superior (nivel 5-8);De 25 a 49 años;2016;2,3
Hombres;Alemania;Educación superior (nivel 5-8);De 25 a 49 años;2015;2,2
Hombres;Alemania;Educación superior (nivel 5-8);De 25 a 49 años;2014;2,1
Hombres;Alemania;Educación superior (nivel 5-8);De 25 a 49 años;2013;1,9
Hombres;Alemania;Educación superior (nivel 5-8);De 25 a 49 años;2012;1,9
Hombres;Alemania;Educación superior (nivel 5-8);De 25 a 49 años;2011;1,9
Hombres;Alemania;Educación superior (nivel 5-8);De 25 a 49 años;2010;2,5
Hombres;Alemania;Educación superior (nivel 5-8);De 25 a 49 años;2009;2,9
Hombres;Alemania;Educación superior (nivel 5-8);De 50 a 59 años;2023;1,6
Hombres;Alemania;Educación superior (nivel 5-8);De 50 a 59 años;2022;1,6
Hombres;Alemania;Educación superior (nivel 5-8);De 50 a 59 años;2021;2,1
Hombres;Alemania;Educación superior (nivel 5-8);De 50 a 59 años;2020;1,6
Hombres;Alemania;Educación superior (nivel 5-8);De 50 a 59 años;2019;1,3
Hombres;Alemania;Educación superior (nivel 5-8);De 50 a 59 años;2018;1,3
Hombres;Alemania;Educación superior (nivel 5-8);De 50 a 59 años;2017;1,6
Hombres;Alemania;Educación superior (nivel 5-8);De 50 a 59 años;2016;1,7
Hombres;Alemania;Educación superior (nivel 5-8);De 50 a 59 años;2015;1,9
Hombres;Alemania;Educación superior (nivel 5-8);De 50 a 59 años;2014;2,3
Hombres;Alemania;Educación superior (nivel 5-8);De 50 a 59 años;2013;2,4
Hombres;Alemania;Educación superior (nivel 5-8);De 50 a 59 años;2012;2,1
Hombres;Alemania;Educación superior (nivel 5-8);De 50 a 59 años;2011;2,4
Hombres;Alemania;Educación superior (nivel 5-8);De 50 a 59 años;2010;3,3
Hombres;Alemania;Educación superior (nivel 5-8);De 50 a 59 años;2009;3,5
Hombres;Alemania;Educación superior (nivel 5-8);De 60 a 64 años;2023;2,8
Hombres;Alemania;Educación superior (nivel 5-8);De 60 a 64 años;2022;2,7
Hombres;Alemania;Educación superior (nivel 5-8);De 60 a 64 años;2021;2,9
Hombres;Alemania;Educación superior (nivel 5-8);De 60 a 64 años;2020;..
Hombres;Alemania;Educación superior (nivel 5-8);De 60 a 64 años;2019;2,2
Hombres;Alemania;Educación superior (nivel 5-8);De 60 a 64 años;2018;2,4
Hombres;Alemania;Educación superior (nivel 5-8);De 60 a 64 años;2017;2,9
Hombres;Alemania;Educación superior (nivel 5-8);De 60 a 64 años;2016;3
Hombres;Alemania;Educación superior (nivel 5-8);De 60 a 64 años;2015;3,1
Hombres;Alemania;Educación superior (nivel 5-8);De 60 a 64 años;2014;3,8
Hombres;Alemania;Educación superior (nivel 5-8);De 60 a 64 años;2013;3,8
Hombres;Alemania;Educación superior (nivel 5-8);De 60 a 64 años;2012;3,8
Hombres;Alemania;Educación superior (nivel 5-8);De 60 a 64 años;2011;3,8
Hombres;Alemania;Educación superior (nivel 5-8);De 60 a 64 años;2010;5
Hombres;Alemania;Educación superior (nivel 5-8);De 60 a 64 años;2009;4,5
Hombres;Estonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2023;30,4
Hombres;Estonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2022;31,2
Hombres;Estonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2021;28,8
Hombres;Estonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2020;34,2
Hombres;Estonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2019;18,8
Hombres;Estonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2018;19,8
Hombres;Estonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2017;21,8
Hombres;Estonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2016;22,2
Hombres;Estonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2015;17,8
Hombres;Estonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2014;23,2
Hombres;Estonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2013;22,1
Hombres;Estonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2012;31,5
Hombres;Estonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2011;32,4
Hombres;Estonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2010;46,9
Hombres;Estonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2009;44,4
Hombres;Estonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2023;6,6
Hombres;Estonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2022;8,5
Hombres;Estonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2021;11,3
Hombres;Estonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2020;9,6
Hombres;Estonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2019;6,2
Hombres;Estonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2018;7,1
Hombres;Estonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2017;7,7
Hombres;Estonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2016;11,9
Hombres;Estonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2015;12,4
Hombres;Estonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2014;11,5
Hombres;Estonia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2013;16,1
