Países;Sexo/Brecha de género;Grupos de edad;Periodo;Total
España;Brecha de género (mujeres - hombres);Menos de 25 años;2016;0,9
España;Brecha de género (mujeres - hombres);Menos de 25 años;2015;-0,6
España;Brecha de género (mujeres - hombres);Menos de 25 años;2014;-0,5
España;Brecha de género (mujeres - hombres);Menos de 25 años;2013;-1,6
España;Brecha de género (mujeres - hombres);Menos de 25 años;2012;-2,7
España;Brecha de género (mujeres - hombres);Menos de 25 años;2011;-4,2
España;Brecha de género (mujeres - hombres);Menos de 25 años;2010;-3,5
España;Brecha de género (mujeres - hombres);Menos de 25 años;2009;-3
España;Brecha de género (mujeres - hombres);25 y más años;2023;3,6
España;Brecha de género (mujeres - hombres);25 y más años;2022;3,7
España;Brecha de género (mujeres - hombres);25 y más años;2021;3,9
España;Brecha de género (mujeres - hombres);25 y más años;2020;3,7
España;Brecha de género (mujeres - hombres);25 y más años;2019;3,6
España;Brecha de género (mujeres - hombres);25 y más años;2018;3,7
España;Brecha de género (mujeres - hombres);25 y más años;2017;3,7
España;Brecha de género (mujeres - hombres);25 y más años;2016;3,5
España;Brecha de género (mujeres - hombres);25 y más años;2015;3
España;Brecha de género (mujeres - hombres);25 y más años;2014;2
España;Brecha de género (mujeres - hombres);25 y más años;2013;1,2
España;Brecha de género (mujeres - hombres);25 y más años;2012;0,6
España;Brecha de género (mujeres - hombres);25 y más años;2011;1
España;Brecha de género (mujeres - hombres);25 y más años;2010;0,9
España;Brecha de género (mujeres - hombres);25 y más años;2009;0,8
Francia;Mujeres;Menos de 25 años;2023;16,1
Francia;Mujeres;Menos de 25 años;2022;16
Francia;Mujeres;Menos de 25 años;2021;18,8
Francia;Mujeres;Menos de 25 años;2020;23,5
Francia;Mujeres;Menos de 25 años;2019;21,6
Francia;Mujeres;Menos de 25 años;2018;23,5
Francia;Mujeres;Menos de 25 años;2017;24,9
Francia;Mujeres;Menos de 25 años;2016;28
Francia;Mujeres;Menos de 25 años;2015;27,4
Francia;Mujeres;Menos de 25 años;2014;27,2
Francia;Mujeres;Menos de 25 años;2013;29,5
Francia;Mujeres;Menos de 25 años;2012;27,9
Francia;Mujeres;Menos de 25 años;2011;27,3
Francia;Mujeres;Menos de 25 años;2010;27,8
Francia;Mujeres;Menos de 25 años;2009;26,5
Francia;Mujeres;25 y más años;2023;6,2
Francia;Mujeres;25 y más años;2022;6,1
Francia;Mujeres;25 y más años;2021;6,6
Francia;Mujeres;25 y más años;2020;6,5
Francia;Mujeres;25 y más años;2019;7,1
Francia;Mujeres;25 y más años;2018;7,6
Francia;Mujeres;25 y más años;2017;7,9
Francia;Mujeres;25 y más años;2016;8,1
Francia;Mujeres;25 y más años;2015;8,2
Francia;Mujeres;25 y más años;2014;8,3
Francia;Mujeres;25 y más años;2013;8,3
Francia;Mujeres;25 y más años;2012;7,9
Francia;Mujeres;25 y más años;2011;7,6
Francia;Mujeres;25 y más años;2010;7,5
Francia;Mujeres;25 y más años;2009;7,3
Francia;Hombres;Menos de 25 años;2023;18,2
Francia;Hombres;Menos de 25 años;2022;18,5
Francia;Hombres;Menos de 25 años;2021;19
Francia;Hombres;Menos de 25 años;2020;19,8
Francia;Hombres;Menos de 25 años;2019;20
Francia;Hombres;Menos de 25 años;2018;20,8
Francia;Hombres;Menos de 25 años;2017;22,3
Francia;Hombres;Menos de 25 años;2016;24,2
Francia;Hombres;Menos de 25 años;2015;25,1
Francia;Hombres;Menos de 25 años;2014;24,4
Francia;Hombres;Menos de 25 años;2013;23,8
Francia;Hombres;Menos de 25 años;2012;24,1
Francia;Hombres;Menos de 25 años;2011;21,4
Francia;Hombres;Menos de 25 años;2010;22,2
Francia;Hombres;Menos de 25 años;2009;23,8
Francia;Hombres;25 y más años;2023;6,1
Francia;Hombres;25 y más años;2022;6,1
Francia;Hombres;25 y más años;2021;6,7
Francia;Hombres;25 y más años;2020;6,8
Francia;Hombres;25 y más años;2019;7,2
Francia;Hombres;25 y más años;2018;7,6
Francia;Hombres;25 y más años;2017;8
Francia;Hombres;25 y más años;2016;8,7
Francia;Hombres;25 y más años;2015;9,2
Francia;Hombres;25 y más años;2014;9
Francia;Hombres;25 y más años;2013;8,9
Francia;Hombres;25 y más años;2012;8,2
Francia;Hombres;25 y más años;2011;7,5
Francia;Hombres;25 y más años;2010;7,5
Francia;Hombres;25 y más años;2009;7,2
Francia;Brecha de género (mujeres - hombres);Menos de 25 años;2023;-2,1
Francia;Brecha de género (mujeres - hombres);Menos de 25 años;2022;-2,5
Francia;Brecha de género (mujeres - hombres);Menos de 25 años;2021;-0,2
Francia;Brecha de género (mujeres - hombres);Menos de 25 años;2020;3,7
Francia;Brecha de género (mujeres - hombres);Menos de 25 años;2019;1,6
Francia;Brecha de género (mujeres - hombres);Menos de 25 años;2018;2,7
Francia;Brecha de género (mujeres - hombres);Menos de 25 años;2017;2,6
Francia;Brecha de género (mujeres - hombres);Menos de 25 años;2016;3,8
Francia;Brecha de género (mujeres - hombres);Menos de 25 años;2015;2,3
Francia;Brecha de género (mujeres - hombres);Menos de 25 años;2014;2,8
Francia;Brecha de género (mujeres - hombres);Menos de 25 años;2013;5,7
Francia;Brecha de género (mujeres - hombres);Menos de 25 años;2012;3,8
Francia;Brecha de género (mujeres - hombres);Menos de 25 años;2011;5,9
Francia;Brecha de género (mujeres - hombres);Menos de 25 años;2010;5,6
Francia;Brecha de género (mujeres - hombres);Menos de 25 años;2009;2,7
Francia;Brecha de género (mujeres - hombres);25 y más años;2023;0,1
Francia;Brecha de género (mujeres - hombres);25 y más años;2022;0
Francia;Brecha de género (mujeres - hombres);25 y más años;2021;-0,1
Francia;Brecha de género (mujeres - hombres);25 y más años;2020;-0,3
Francia;Brecha de género (mujeres - hombres);25 y más años;2019;-0,1
Francia;Brecha de género (mujeres - hombres);25 y más años;2018;0
Francia;Brecha de género (mujeres - hombres);25 y más años;2017;-0,1
Francia;Brecha de género (mujeres - hombres);25 y más años;2016;-0,6
Francia;Brecha de género (mujeres - hombres);25 y más años;2015;-1
Francia;Brecha de género (mujeres - hombres);25 y más años;2014;-0,7
Francia;Brecha de género (mujeres - hombres);25 y más años;2013;-0,6
Francia;Brecha de género (mujeres - hombres);25 y más años;2012;-0,3
Francia;Brecha de género (mujeres - hombres);25 y más años;2011;0,1
Francia;Brecha de género (mujeres - hombres);25 y más años;2010;0
Francia;Brecha de género (mujeres - hombres);25 y más años;2009;0,1
Croacia;Mujeres;Menos de 25 años;2023;21,8
Croacia;Mujeres;Menos de 25 años;2022;22,7
Croacia;Mujeres;Menos de 25 años;2021;26,4
Croacia;Mujeres;Menos de 25 años;2020;25
Croacia;Mujeres;Menos de 25 años;2019;19,8
Croacia;Mujeres;Menos de 25 años;2018;29,4
Croacia;Mujeres;Menos de 25 años;2017;27,7
Croacia;Mujeres;Menos de 25 años;2016;31,3
Croacia;Mujeres;Menos de 25 años;2015;43,7
Croacia;Mujeres;Menos de 25 años;2014;46,4
Croacia;Mujeres;Menos de 25 años;2013;50,2
Croacia;Mujeres;Menos de 25 años;2012;42
Croacia;Mujeres;Menos de 25 años;2011;36,1
Croacia;Mujeres;Menos de 25 años;2010;33,6
Croacia;Mujeres;Menos de 25 años;2009;27,5
Croacia;Mujeres;25 y más años;2023;5,7
Croacia;Mujeres;25 y más años;2022;6,8
Croacia;Mujeres;25 y más años;2021;6,7
Croacia;Mujeres;25 y más años;2020;6,4
Croacia;Mujeres;25 y más años;2019;6,2
Croacia;Mujeres;25 y más años;2018;7,7
Croacia;Mujeres;25 y más años;2017;10,5
Croacia;Mujeres;25 y más años;2016;12,1
Croacia;Mujeres;25 y más años;2015;14,8
Croacia;Mujeres;25 y más años;2014;15,9
Croacia;Mujeres;25 y más años;2013;14,2
Croacia;Mujeres;25 y más años;2012;14
Croacia;Mujeres;25 y más años;2011;11,9
Croacia;Mujeres;25 y más años;2010;10,3
Croacia;Mujeres;25 y más años;2009;9,2
Croacia;Hombres;Menos de 25 años;2023;17,2
Croacia;Hombres;Menos de 25 años;2022;14,8
Croacia;Hombres;Menos de 25 años;2021;18,9
Croacia;Hombres;Menos de 25 años;2020;18,7
Croacia;Hombres;Menos de 25 años;2019;14,5
Croacia;Hombres;Menos de 25 años;2018;19,6
Croacia;Hombres;Menos de 25 años;2017;27,1
Croacia;Hombres;Menos de 25 años;2016;31,2
Croacia;Hombres;Menos de 25 años;2015;41,4
Croacia;Hombres;Menos de 25 años;2014;44,9
Croacia;Hombres;Menos de 25 años;2013;49,9
Croacia;Hombres;Menos de 25 años;2012;42,1
Croacia;Hombres;Menos de 25 años;2011;37
Croacia;Hombres;Menos de 25 años;2010;31,5
Croacia;Hombres;Menos de 25 años;2009;23,7
Croacia;Hombres;25 y más años;2023;4,6
Croacia;Hombres;25 y más años;2022;5,3
Croacia;Hombres;25 y más años;2021;6,2
Croacia;Hombres;25 y más años;2020;6,3
Croacia;Hombres;25 y más años;2019;5,3
Croacia;Hombres;25 y más años;2018;6,5
Croacia;Hombres;25 y más años;2017;8,8
Croacia;Hombres;25 y más años;2016;10,4
Croacia;Hombres;25 y más años;2015;12,9
Croacia;Hombres;25 y más años;2014;13,5
Croacia;Hombres;25 y más años;2013;14,6
Croacia;Hombres;25 y más años;2012;13,4
Croacia;Hombres;25 y más años;2011;11,3
Croacia;Hombres;25 y más años;2010;8,7
Croacia;Hombres;25 y más años;2009;6
Croacia;Brecha de género (mujeres - hombres);Menos de 25 años;2023;4,6
Croacia;Brecha de género (mujeres - hombres);Menos de 25 años;2022;7,9
Croacia;Brecha de género (mujeres - hombres);Menos de 25 años;2021;7,5
Croacia;Brecha de género (mujeres - hombres);Menos de 25 años;2020;6,3
Croacia;Brecha de género (mujeres - hombres);Menos de 25 años;2019;5,3
Croacia;Brecha de género (mujeres - hombres);Menos de 25 años;2018;9,8
Croacia;Brecha de género (mujeres - hombres);Menos de 25 años;2017;0,6
Croacia;Brecha de género (mujeres - hombres);Menos de 25 años;2016;0,1
Croacia;Brecha de género (mujeres - hombres);Menos de 25 años;2015;2,3
Croacia;Brecha de género (mujeres - hombres);Menos de 25 años;2014;1,5
Croacia;Brecha de género (mujeres - hombres);Menos de 25 años;2013;0,3
Croacia;Brecha de género (mujeres - hombres);Menos de 25 años;2012;-0,1
Croacia;Brecha de género (mujeres - hombres);Menos de 25 años;2011;-0,9
Croacia;Brecha de género (mujeres - hombres);Menos de 25 años;2010;2,1
Croacia;Brecha de género (mujeres - hombres);Menos de 25 años;2009;3,8
Croacia;Brecha de género (mujeres - hombres);25 y más años;2023;1,1
Croacia;Brecha de género (mujeres - hombres);25 y más años;2022;1,5
Croacia;Brecha de género (mujeres - hombres);25 y más años;2021;0,5
Croacia;Brecha de género (mujeres - hombres);25 y más años;2020;0,1
Croacia;Brecha de género (mujeres - hombres);25 y más años;2019;0,9
Croacia;Brecha de género (mujeres - hombres);25 y más años;2018;1,2
Croacia;Brecha de género (mujeres - hombres);25 y más años;2017;1,7
Croacia;Brecha de género (mujeres - hombres);25 y más años;2016;1,7
Croacia;Brecha de género (mujeres - hombres);25 y más años;2015;1,9
Croacia;Brecha de género (mujeres - hombres);25 y más años;2014;2,4
Croacia;Brecha de género (mujeres - hombres);25 y más años;2013;-0,4
Croacia;Brecha de género (mujeres - hombres);25 y más años;2012;0,6
Croacia;Brecha de género (mujeres - hombres);25 y más años;2011;0,6
Croacia;Brecha de género (mujeres - hombres);25 y más años;2010;1,6
Croacia;Brecha de género (mujeres - hombres);25 y más años;2009;3,2
Italia;Mujeres;Menos de 25 años;2023;25,2
Italia;Mujeres;Menos de 25 años;2022;25,8
Italia;Mujeres;Menos de 25 años;2021;32,8
Italia;Mujeres;Menos de 25 años;2020;32,1
Italia;Mujeres;Menos de 25 años;2019;31,1
Italia;Mujeres;Menos de 25 años;2018;34,9
Italia;Mujeres;Menos de 25 años;2017;37,2
Italia;Mujeres;Menos de 25 años;2016;39,6
Italia;Mujeres;Menos de 25 años;2015;42,6
Italia;Mujeres;Menos de 25 años;2014;44,6
Italia;Mujeres;Menos de 25 años;2013;41,4
Italia;Mujeres;Menos de 25 años;2012;37,6
Italia;Mujeres;Menos de 25 años;2011;32,2
Italia;Mujeres;Menos de 25 años;2010;29,4
Italia;Mujeres;Menos de 25 años;2009;28,6
Italia;Mujeres;25 y más años;2023;7,8
Italia;Mujeres;25 y más años;2022;8,4
Italia;Mujeres;25 y más años;2021;9,4
Italia;Mujeres;25 y más años;2020;9,2
Italia;Mujeres;25 y más años;2019;9,9
Italia;Mujeres;25 y más años;2018;10,4
Italia;Mujeres;25 y más años;2017;10,9
Italia;Mujeres;25 y más años;2016;11,1
Italia;Mujeres;25 y más años;2015;10,9
Italia;Mujeres;25 y más años;2014;11,8
Italia;Mujeres;25 y más años;2013;11,3
Italia;Mujeres;25 y más años;2012;10,2
Italia;Mujeres;25 y más años;2011;8,1
Italia;Mujeres;25 y más años;2010;8,3
Italia;Mujeres;25 y más años;2009;7,9
Italia;Hombres;Menos de 25 años;2023;21,1
Italia;Hombres;Menos de 25 años;2022;22,3
Italia;Hombres;Menos de 25 años;2021;27,7
Italia;Hombres;Menos de 25 años;2020;28,4
Italia;Hombres;Menos de 25 años;2019;27,8
Italia;Hombres;Menos de 25 años;2018;30,4
Italia;Hombres;Menos de 25 años;2017;32,9
Italia;Hombres;Menos de 25 años;2016;36,3
Italia;Hombres;Menos de 25 años;2015;38,7
Italia;Hombres;Menos de 25 años;2014;41,3
Italia;Hombres;Menos de 25 años;2013;39
Italia;Hombres;Menos de 25 años;2012;33,8
Italia;Hombres;Menos de 25 años;2011;27,1
Italia;Hombres;Menos de 25 años;2010;27
Italia;Hombres;Menos de 25 años;2009;23,3
Italia;Hombres;25 y más años;2023;5,8
Italia;Hombres;25 y más años;2022;6,1
Italia;Hombres;25 y más años;2021;7,5
Italia;Hombres;25 y más años;2020;7,3
Italia;Hombres;25 y más años;2019;7,9
Italia;Hombres;25 y más años;2018;8,4
Italia;Hombres;25 y más años;2017;8,9
Italia;Hombres;25 y más años;2016;9,3
Italia;Hombres;25 y más años;2015;9,6
Italia;Hombres;25 y más años;2014;10
Italia;Hombres;25 y más años;2013;9,8
Italia;Hombres;25 y más años;2012;8,3
Italia;Hombres;25 y más años;2011;6,3
Italia;Hombres;25 y más años;2010;6,3
Italia;Hombres;25 y más años;2009;5,6
Italia;Brecha de género (mujeres - hombres);Menos de 25 años;2023;4,1
Italia;Brecha de género (mujeres - hombres);Menos de 25 años;2022;3,5
Italia;Brecha de género (mujeres - hombres);Menos de 25 años;2021;5,1
Italia;Brecha de género (mujeres - hombres);Menos de 25 años;2020;3,7
Italia;Brecha de género (mujeres - hombres);Menos de 25 años;2019;3,3
Italia;Brecha de género (mujeres - hombres);Menos de 25 años;2018;4,5
Italia;Brecha de género (mujeres - hombres);Menos de 25 años;2017;4,3
Italia;Brecha de género (mujeres - hombres);Menos de 25 años;2016;3,3
Italia;Brecha de género (mujeres - hombres);Menos de 25 años;2015;3,9
Italia;Brecha de género (mujeres - hombres);Menos de 25 años;2014;3,3
Italia;Brecha de género (mujeres - hombres);Menos de 25 años;2013;2,4
Italia;Brecha de género (mujeres - hombres);Menos de 25 años;2012;3,8
Italia;Brecha de género (mujeres - hombres);Menos de 25 años;2011;5,1
Italia;Brecha de género (mujeres - hombres);Menos de 25 años;2010;2,4
Italia;Brecha de género (mujeres - hombres);Menos de 25 años;2009;5,3
Italia;Brecha de género (mujeres - hombres);25 y más años;2023;2
Italia;Brecha de género (mujeres - hombres);25 y más años;2022;2,3
Italia;Brecha de género (mujeres - hombres);25 y más años;2021;1,9
Italia;Brecha de género (mujeres - hombres);25 y más años;2020;1,9
Italia;Brecha de género (mujeres - hombres);25 y más años;2019;2
Italia;Brecha de género (mujeres - hombres);25 y más años;2018;2
Italia;Brecha de género (mujeres - hombres);25 y más años;2017;2
Italia;Brecha de género (mujeres - hombres);25 y más años;2016;1,8
Italia;Brecha de género (mujeres - hombres);25 y más años;2015;1,3
Italia;Brecha de género (mujeres - hombres);25 y más años;2014;1,8
Italia;Brecha de género (mujeres - hombres);25 y más años;2013;1,5
Italia;Brecha de género (mujeres - hombres);25 y más años;2012;1,9
Italia;Brecha de género (mujeres - hombres);25 y más años;2011;1,8
Italia;Brecha de género (mujeres - hombres);25 y más años;2010;2
Italia;Brecha de género (mujeres - hombres);25 y más años;2009;2,3
Chipre;Mujeres;Menos de 25 años;2023;14,7
Chipre;Mujeres;Menos de 25 años;2022;18,5
Chipre;Mujeres;Menos de 25 años;2021;16,3
Chipre;Mujeres;Menos de 25 años;2020;12,3
Chipre;Mujeres;Menos de 25 años;2019;14,3
Chipre;Mujeres;Menos de 25 años;2018;16,2
Chipre;Mujeres;Menos de 25 años;2017;22,9
Chipre;Mujeres;Menos de 25 años;2016;31,8
Chipre;Mujeres;Menos de 25 años;2015;31,1
Chipre;Mujeres;Menos de 25 años;2014;34,6
Chipre;Mujeres;Menos de 25 años;2013;36,8
Chipre;Mujeres;Menos de 25 años;2012;26,7
Chipre;Mujeres;Menos de 25 años;2011;21,5
Chipre;Mujeres;Menos de 25 años;2010;17,2
Chipre;Mujeres;Menos de 25 años;2009;14
Chipre;Mujeres;25 y más años;2023;5,4
Chipre;Mujeres;25 y más años;2022;6,7
Chipre;Mujeres;25 y más años;2021;7,1
Chipre;Mujeres;25 y más años;2020;7,2
Chipre;Mujeres;25 y más años;2019;7,3
Chipre;Mujeres;25 y más años;2018;7,9
Chipre;Mujeres;25 y más años;2017;10
Chipre;Mujeres;25 y más años;2016;11,4
Chipre;Mujeres;25 y más años;2015;13
Chipre;Mujeres;25 y más años;2014;12,8
Chipre;Mujeres;25 y más años;2013;12,8
Chipre;Mujeres;25 y más años;2012;9,4
Chipre;Mujeres;25 y más años;2011;6,1
Chipre;Mujeres;25 y más años;2010;5,1
Chipre;Mujeres;25 y más años;2009;4,4
Chipre;Hombres;Menos de 25 años;2023;19,1
Chipre;Hombres;Menos de 25 años;2022;18,7
Chipre;Hombres;Menos de 25 años;2021;17,8
Chipre;Hombres;Menos de 25 años;2020;24,4
Chipre;Hombres;Menos de 25 años;2019;19,3
Chipre;Hombres;Menos de 25 años;2018;25
Chipre;Hombres;Menos de 25 años;2017;27
Chipre;Hombres;Menos de 25 años;2016;25,8
Chipre;Hombres;Menos de 25 años;2015;34,7
Chipre;Hombres;Menos de 25 años;2014;37,4
Chipre;Hombres;Menos de 25 años;2013;41,1
Chipre;Hombres;Menos de 25 años;2012;28,8
Chipre;Hombres;Menos de 25 años;2011;23,3
Chipre;Hombres;Menos de 25 años;2010;15,9
Chipre;Hombres;Menos de 25 años;2009;13,6
Chipre;Hombres;25 y más años;2023;4,9
Chipre;Hombres;25 y más años;2022;4,9
Chipre;Hombres;25 y más años;2021;6,1
Chipre;Hombres;25 y más años;2020;6,3
Chipre;Hombres;25 y más años;2019;5,3
Chipre;Hombres;25 y más años;2018;6,7
Chipre;Hombres;25 y más años;2017;9,7
Chipre;Hombres;25 y más años;2016;11,6
Chipre;Hombres;25 y más años;2015;13,4
Chipre;Hombres;25 y más años;2014;15,1
Chipre;Hombres;25 y más años;2013;14,2
Chipre;Hombres;25 y más años;2012;10,9
Chipre;Hombres;25 y más años;2011;6,6
Chipre;Hombres;25 y más años;2010;5,2
Chipre;Hombres;25 y más años;2009;4,4
Chipre;Brecha de género (mujeres - hombres);Menos de 25 años;2023;-4,4
Chipre;Brecha de género (mujeres - hombres);Menos de 25 años;2022;-0,2
Chipre;Brecha de género (mujeres - hombres);Menos de 25 años;2021;-1,5
Chipre;Brecha de género (mujeres - hombres);Menos de 25 años;2020;-12,1
Chipre;Brecha de género (mujeres - hombres);Menos de 25 años;2019;-5
Chipre;Brecha de género (mujeres - hombres);Menos de 25 años;2018;-8,8
Chipre;Brecha de género (mujeres - hombres);Menos de 25 años;2017;-4,1
Chipre;Brecha de género (mujeres - hombres);Menos de 25 años;2016;6
Chipre;Brecha de género (mujeres - hombres);Menos de 25 años;2015;-3,6
Chipre;Brecha de género (mujeres - hombres);Menos de 25 años;2014;-2,8
Chipre;Brecha de género (mujeres - hombres);Menos de 25 años;2013;-4,3
Chipre;Brecha de género (mujeres - hombres);Menos de 25 años;2012;-2,1
Chipre;Brecha de género (mujeres - hombres);Menos de 25 años;2011;-1,8
Chipre;Brecha de género (mujeres - hombres);Menos de 25 años;2010;1,3
Chipre;Brecha de género (mujeres - hombres);Menos de 25 años;2009;0,4
Chipre;Brecha de género (mujeres - hombres);25 y más años;2023;0,5
Chipre;Brecha de género (mujeres - hombres);25 y más años;2022;1,8
Chipre;Brecha de género (mujeres - hombres);25 y más años;2021;1
Chipre;Brecha de género (mujeres - hombres);25 y más años;2020;0,9
Chipre;Brecha de género (mujeres - hombres);25 y más años;2019;2
Chipre;Brecha de género (mujeres - hombres);25 y más años;2018;1,2
Chipre;Brecha de género (mujeres - hombres);25 y más años;2017;0,3
Chipre;Brecha de género (mujeres - hombres);25 y más años;2016;-0,2
Chipre;Brecha de género (mujeres - hombres);25 y más años;2015;-0,4
Chipre;Brecha de género (mujeres - hombres);25 y más años;2014;-2,3
Chipre;Brecha de género (mujeres - hombres);25 y más años;2013;-1,4
Chipre;Brecha de género (mujeres - hombres);25 y más años;2012;-1,5
Chipre;Brecha de género (mujeres - hombres);25 y más años;2011;-0,5
Chipre;Brecha de género (mujeres - hombres);25 y más años;2010;-0,1
Chipre;Brecha de género (mujeres - hombres);25 y más años;2009;0
Letonia;Mujeres;Menos de 25 años;2023;10
Letonia;Mujeres;Menos de 25 años;2022;10,2
Letonia;Mujeres;Menos de 25 años;2021;14,6
Letonia;Mujeres;Menos de 25 años;2020;15,5
Letonia;Mujeres;Menos de 25 años;2019;10,1
Letonia;Mujeres;Menos de 25 años;2018;11,8
Letonia;Mujeres;Menos de 25 años;2017;15,4
Letonia;Mujeres;Menos de 25 años;2016;12,4
Letonia;Mujeres;Menos de 25 años;2015;14,2
Letonia;Mujeres;Menos de 25 años;2014;20
Letonia;Mujeres;Menos de 25 años;2013;24,9
Letonia;Mujeres;Menos de 25 años;2012;29,5
Letonia;Mujeres;Menos de 25 años;2011;30,6
Letonia;Mujeres;Menos de 25 años;2010;34,8
Letonia;Mujeres;Menos de 25 años;2009;29,2
Letonia;Mujeres;25 y más años;2023;5,1
Letonia;Mujeres;25 y más años;2022;5,3
Letonia;Mujeres;25 y más años;2021;6,1
Letonia;Mujeres;25 y más años;2020;6,6
Letonia;Mujeres;25 y más años;2019;5,2
Letonia;Mujeres;25 y más años;2018;6,1
Letonia;Mujeres;25 y más años;2017;7,2
Letonia;Mujeres;25 y más años;2016;8,2
Letonia;Mujeres;25 y más años;2015;8,2
Letonia;Mujeres;25 y más años;2014;9,1
Letonia;Mujeres;25 y más años;2013;10
Letonia;Mujeres;25 y más años;2012;12,6
Letonia;Mujeres;25 y más años;2011;12,2
Letonia;Mujeres;25 y más años;2010;14,4
Letonia;Mujeres;25 y más años;2009;12,5
Letonia;Hombres;Menos de 25 años;2023;14,3
Letonia;Hombres;Menos de 25 años;2022;19,4
Letonia;Hombres;Menos de 25 años;2021;14,9
Letonia;Hombres;Menos de 25 años;2020;14,4
Letonia;Hombres;Menos de 25 años;2019;14,7
Letonia;Hombres;Menos de 25 años;2018;12,5
Letonia;Hombres;Menos de 25 años;2017;18,3
Letonia;Hombres;Menos de 25 años;2016;21,5
Letonia;Hombres;Menos de 25 años;2015;18
Letonia;Hombres;Menos de 25 años;2014;19,4
Letonia;Hombres;Menos de 25 años;2013;21,9
Letonia;Hombres;Menos de 25 años;2012;27,8
Letonia;Hombres;Menos de 25 años;2011;31,3
Letonia;Hombres;Menos de 25 años;2010;37,3
Letonia;Hombres;Menos de 25 años;2009;36,4
Letonia;Hombres;25 y más años;2023;7,1
Letonia;Hombres;25 y más años;2022;7,2
Letonia;Hombres;25 y más años;2021;8,1
Letonia;Hombres;25 y más años;2020;8,8
Letonia;Hombres;25 y más años;2019;6,7
Letonia;Hombres;25 y más años;2018;8,1
Letonia;Hombres;25 y más años;2017;9,1
Letonia;Hombres;25 y más años;2016;10
Letonia;Hombres;25 y más años;2015;10,4
Letonia;Hombres;25 y más años;2014;11,1
Letonia;Hombres;25 y más años;2013;11,6
Letonia;Hombres;25 y más años;2012;14,8
Letonia;Hombres;25 y más años;2011;17,2
Letonia;Hombres;25 y más años;2010;21
Letonia;Hombres;25 y más años;2009;18,7
Letonia;Brecha de género (mujeres - hombres);Menos de 25 años;2023;-4,3
Letonia;Brecha de género (mujeres - hombres);Menos de 25 años;2022;-9,2
Letonia;Brecha de género (mujeres - hombres);Menos de 25 años;2021;-0,3
Letonia;Brecha de género (mujeres - hombres);Menos de 25 años;2020;1,1
Letonia;Brecha de género (mujeres - hombres);Menos de 25 años;2019;-4,6
Letonia;Brecha de género (mujeres - hombres);Menos de 25 años;2018;-0,7
Letonia;Brecha de género (mujeres - hombres);Menos de 25 años;2017;-2,9
Letonia;Brecha de género (mujeres - hombres);Menos de 25 años;2016;-9,1
Letonia;Brecha de género (mujeres - hombres);Menos de 25 años;2015;-3,8
Letonia;Brecha de género (mujeres - hombres);Menos de 25 años;2014;0,6
Letonia;Brecha de género (mujeres - hombres);Menos de 25 años;2013;3
Letonia;Brecha de género (mujeres - hombres);Menos de 25 años;2012;1,7
Letonia;Brecha de género (mujeres - hombres);Menos de 25 años;2011;-0,7
Letonia;Brecha de género (mujeres - hombres);Menos de 25 años;2010;-2,5
Letonia;Brecha de género (mujeres - hombres);Menos de 25 años;2009;-7,2
Letonia;Brecha de género (mujeres - hombres);25 y más años;2023;-2
Letonia;Brecha de género (mujeres - hombres);25 y más años;2022;-1,9
Letonia;Brecha de género (mujeres - hombres);25 y más años;2021;-2
Letonia;Brecha de género (mujeres - hombres);25 y más años;2020;-2,2
Letonia;Brecha de género (mujeres - hombres);25 y más años;2019;-1,5
Letonia;Brecha de género (mujeres - hombres);25 y más años;2018;-2
Letonia;Brecha de género (mujeres - hombres);25 y más años;2017;-1,9
Letonia;Brecha de género (mujeres - hombres);25 y más años;2016;-1,8
Letonia;Brecha de género (mujeres - hombres);25 y más años;2015;-2,2
Letonia;Brecha de género (mujeres - hombres);25 y más años;2014;-2
Letonia;Brecha de género (mujeres - hombres);25 y más años;2013;-1,6
Letonia;Brecha de género (mujeres - hombres);25 y más años;2012;-2,2
Letonia;Brecha de género (mujeres - hombres);25 y más años;2011;-5
Letonia;Brecha de género (mujeres - hombres);25 y más años;2010;-6,6
Letonia;Brecha de género (mujeres - hombres);25 y más años;2009;-6,2
Lituania;Mujeres;Menos de 25 años;2023;10,2
Lituania;Mujeres;Menos de 25 años;2022;10,4
Lituania;Mujeres;Menos de 25 años;2021;14,7
Lituania;Mujeres;Menos de 25 años;2020;17,3
Lituania;Mujeres;Menos de 25 años;2019;9,3
Lituania;Mujeres;Menos de 25 años;2018;10,1
Lituania;Mujeres;Menos de 25 años;2017;11,7
Lituania;Mujeres;Menos de 25 años;2016;12,6
Lituania;Mujeres;Menos de 25 años;2015;16,6
Lituania;Mujeres;Menos de 25 años;2014;18,7
Lituania;Mujeres;Menos de 25 años;2013;20,4
Lituania;Mujeres;Menos de 25 años;2012;22,7
Lituania;Mujeres;Menos de 25 años;2011;29,4
Lituania;Mujeres;Menos de 25 años;2010;31,6
Lituania;Mujeres;Menos de 25 años;2009;22,4
Lituania;Mujeres;25 y más años;2023;6,2
Lituania;Mujeres;25 y más años;2022;5,2
Lituania;Mujeres;25 y más años;2021;6,1
Lituania;Mujeres;25 y más años;2020;7,1
Lituania;Mujeres;25 y más años;2019;5,2
Lituania;Mujeres;25 y más años;2018;5,1
Lituania;Mujeres;25 y más años;2017;5,3
Lituania;Mujeres;25 y más años;2016;6,2
