Países;Secciones;Periodo;Total
Italia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2013;..
Italia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2012;..
Italia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2011;..
Italia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2010;..
Italia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2009;..
Italia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2021;5
Italia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2020;4,2
Italia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2019;4,7
Italia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2018;5,5
Italia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2017;5
Italia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2016;5,3
Italia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2015;5,5
Italia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2014;6,1
Italia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2013;7
Italia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2012;6,5
Italia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2011;5,7
Italia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2010;5,3
Italia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2009;5,5
Italia;O Administración Pública y defensa, Seguridad Social obligatoria;2021;9,5
Italia;O Administración Pública y defensa, Seguridad Social obligatoria;2020;9,7
Italia;O Administración Pública y defensa, Seguridad Social obligatoria;2019;9,6
Italia;O Administración Pública y defensa, Seguridad Social obligatoria;2018;8,6
Italia;O Administración Pública y defensa, Seguridad Social obligatoria;2017;..
Italia;O Administración Pública y defensa, Seguridad Social obligatoria;2016;..
Italia;O Administración Pública y defensa, Seguridad Social obligatoria;2015;..
Italia;O Administración Pública y defensa, Seguridad Social obligatoria;2014;13,7
Italia;O Administración Pública y defensa, Seguridad Social obligatoria;2013;..
Italia;O Administración Pública y defensa, Seguridad Social obligatoria;2012;..
Italia;O Administración Pública y defensa, Seguridad Social obligatoria;2011;..
Italia;O Administración Pública y defensa, Seguridad Social obligatoria;2010;..
Italia;O Administración Pública y defensa, Seguridad Social obligatoria;2009;..
Chipre;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2021;10,2
Chipre;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2020;10,5
Chipre;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2019;10,8
Chipre;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2018;11
Chipre;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2017;11,5
Chipre;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2016;12,6
Chipre;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2015;13,5
Chipre;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2014;14,4
Chipre;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2013;14,9
Chipre;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2012;15,5
Chipre;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2011;16,1
Chipre;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2010;16,6
Chipre;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2009;18
Chipre;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2021;9,7
Chipre;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2020;9,9
Chipre;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2019;10,1
Chipre;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2018;10,4
Chipre;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2017;11,2
Chipre;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2016;12,3
Chipre;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2015;13,2
Chipre;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2014;14,2
Chipre;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2013;14,9
Chipre;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2012;15,6
Chipre;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2011;16,1
Chipre;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2010;16,8
Chipre;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2009;17,8
Chipre;O Administración Pública y defensa, Seguridad Social obligatoria;2021;14
Chipre;O Administración Pública y defensa, Seguridad Social obligatoria;2020;14,4
Chipre;O Administración Pública y defensa, Seguridad Social obligatoria;2019;15,2
Chipre;O Administración Pública y defensa, Seguridad Social obligatoria;2018;13,9
Chipre;O Administración Pública y defensa, Seguridad Social obligatoria;2017;11,8
Chipre;O Administración Pública y defensa, Seguridad Social obligatoria;2016;14,4
Chipre;O Administración Pública y defensa, Seguridad Social obligatoria;2015;14,1
Chipre;O Administración Pública y defensa, Seguridad Social obligatoria;2014;13,6
Chipre;O Administración Pública y defensa, Seguridad Social obligatoria;2013;14,1
Chipre;O Administración Pública y defensa, Seguridad Social obligatoria;2012;14,5
Chipre;O Administración Pública y defensa, Seguridad Social obligatoria;2011;16,2
Chipre;O Administración Pública y defensa, Seguridad Social obligatoria;2010;16
Chipre;O Administración Pública y defensa, Seguridad Social obligatoria;2009;18,8
Letonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2021;13,2
Letonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2020;20,4
Letonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2019;19,4
Letonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2018;17,6
Letonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2017;17,9
Letonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2016;17,8
Letonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2015;16,3
Letonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2014;15,8
Letonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2013;14,2
Letonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2012;13
Letonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2011;12
Letonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2010;13,2
Letonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2009;..
Letonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2021;14,6
Letonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2020;22,3
Letonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2019;21,2
Letonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2018;19,6
Letonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2017;19,8
Letonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2016;19,7
Letonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2015;18,4
Letonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2014;17,3
Letonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2013;16
Letonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2012;14,9
Letonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2011;14,1
Letonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2010;15,5
Letonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2009;13,1
Letonia;O Administración Pública y defensa, Seguridad Social obligatoria;2021;-2,2
Letonia;O Administración Pública y defensa, Seguridad Social obligatoria;2020;-1
Letonia;O Administración Pública y defensa, Seguridad Social obligatoria;2019;0,1
Letonia;O Administración Pública y defensa, Seguridad Social obligatoria;2018;-2,8
Letonia;O Administración Pública y defensa, Seguridad Social obligatoria;2017;-2,2
Letonia;O Administración Pública y defensa, Seguridad Social obligatoria;2016;-1,1
Letonia;O Administración Pública y defensa, Seguridad Social obligatoria;2015;-4,4
Letonia;O Administración Pública y defensa, Seguridad Social obligatoria;2014;1,4
Letonia;O Administración Pública y defensa, Seguridad Social obligatoria;2013;-2,2
Letonia;O Administración Pública y defensa, Seguridad Social obligatoria;2012;-3,7
Letonia;O Administración Pública y defensa, Seguridad Social obligatoria;2011;-4,4
Letonia;O Administración Pública y defensa, Seguridad Social obligatoria;2010;-3,4
Letonia;O Administración Pública y defensa, Seguridad Social obligatoria;2009;..
Lituania;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2021;11,1
Lituania;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2020;12,1
Lituania;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2019;12,4
Lituania;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2018;13,2
Lituania;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2017;14,3
Lituania;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2016;13,5
Lituania;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2015;13
Lituania;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2014;12,4
Lituania;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2013;11,5
Lituania;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2012;11,4
Lituania;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2011;11,3
Lituania;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2010;12
Lituania;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2009;15
Lituania;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2021;12
Lituania;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2020;13
Lituania;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2019;13,3
Lituania;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2018;14
Lituania;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2017;15,2
Lituania;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2016;14,4
Lituania;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2015;14,2
Lituania;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2014;13,3
Lituania;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2013;12,2
Lituania;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2012;11,9
Lituania;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2011;11,5
Lituania;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2010;11,9
Lituania;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2009;15,3
Lituania;O Administración Pública y defensa, Seguridad Social obligatoria;2021;3,2
Lituania;O Administración Pública y defensa, Seguridad Social obligatoria;2020;4,6
Lituania;O Administración Pública y defensa, Seguridad Social obligatoria;2019;4,2
Lituania;O Administración Pública y defensa, Seguridad Social obligatoria;2018;5,1
Lituania;O Administración Pública y defensa, Seguridad Social obligatoria;2017;5,2
Lituania;O Administración Pública y defensa, Seguridad Social obligatoria;2016;4,3
Lituania;O Administración Pública y defensa, Seguridad Social obligatoria;2015;2,4
Lituania;O Administración Pública y defensa, Seguridad Social obligatoria;2014;3,2
Lituania;O Administración Pública y defensa, Seguridad Social obligatoria;2013;4,1
Lituania;O Administración Pública y defensa, Seguridad Social obligatoria;2012;4,9
Lituania;O Administración Pública y defensa, Seguridad Social obligatoria;2011;6,4
Lituania;O Administración Pública y defensa, Seguridad Social obligatoria;2010;7,6
Lituania;O Administración Pública y defensa, Seguridad Social obligatoria;2009;8,7
Luxemburgo;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2021;0,3
Luxemburgo;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2020;0,8
Luxemburgo;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2019;1,2
Luxemburgo;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2018;1,6
Luxemburgo;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2017;2,9
Luxemburgo;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2016;..
Luxemburgo;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2015;..
Luxemburgo;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2014;..
Luxemburgo;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2013;..
Luxemburgo;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2012;..
Luxemburgo;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2011;..
Luxemburgo;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2010;..
Luxemburgo;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2009;..
Luxemburgo;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2021;-0,2
Luxemburgo;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2020;0,7
Luxemburgo;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2019;1,3
Luxemburgo;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2018;1,4
Luxemburgo;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2017;2,6
Luxemburgo;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2016;3,9
Luxemburgo;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2015;4,7
Luxemburgo;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2014;5,4
Luxemburgo;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2013;6,2
Luxemburgo;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2012;7
Luxemburgo;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2011;7,9
Luxemburgo;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2010;8,7
Luxemburgo;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2009;9,2
Luxemburgo;O Administración Pública y defensa, Seguridad Social obligatoria;2021;0
Luxemburgo;O Administración Pública y defensa, Seguridad Social obligatoria;2020;-0,3
Luxemburgo;O Administración Pública y defensa, Seguridad Social obligatoria;2019;-0,3
Luxemburgo;O Administración Pública y defensa, Seguridad Social obligatoria;2018;0,4
Luxemburgo;O Administración Pública y defensa, Seguridad Social obligatoria;2017;..
Luxemburgo;O Administración Pública y defensa, Seguridad Social obligatoria;2016;..
Luxemburgo;O Administración Pública y defensa, Seguridad Social obligatoria;2015;..
Luxemburgo;O Administración Pública y defensa, Seguridad Social obligatoria;2014;..
Luxemburgo;O Administración Pública y defensa, Seguridad Social obligatoria;2013;..
Luxemburgo;O Administración Pública y defensa, Seguridad Social obligatoria;2012;..
Luxemburgo;O Administración Pública y defensa, Seguridad Social obligatoria;2011;..
Luxemburgo;O Administración Pública y defensa, Seguridad Social obligatoria;2010;..
Luxemburgo;O Administración Pública y defensa, Seguridad Social obligatoria;2009;..
Hungría;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2021;15,6
Hungría;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2020;15,6
Hungría;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2019;16,6
Hungría;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2018;13,7
Hungría;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2017;15,1
Hungría;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2016;14,3
Hungría;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2015;12,9
Hungría;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2014;13,7
Hungría;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2013;15,8
Hungría;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2012;17
Hungría;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2011;15,9
Hungría;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2010;15,9
Hungría;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2009;15,5
Hungría;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2021;17,3
Hungría;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2020;17,2
Hungría;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2019;18,2
Hungría;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2018;14,2
Hungría;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2017;15,9
Hungría;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2016;14
Hungría;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2015;14
Hungría;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2014;15,1
Hungría;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2013;18,4
Hungría;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2012;20,1
Hungría;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2011;18
Hungría;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2010;17,6
Hungría;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2009;17,1
Hungría;O Administración Pública y defensa, Seguridad Social obligatoria;2021;1,5
Hungría;O Administración Pública y defensa, Seguridad Social obligatoria;2020;2,9
Hungría;O Administración Pública y defensa, Seguridad Social obligatoria;2019;4
Hungría;O Administración Pública y defensa, Seguridad Social obligatoria;2018;6,7
Hungría;O Administración Pública y defensa, Seguridad Social obligatoria;2017;6
Hungría;O Administración Pública y defensa, Seguridad Social obligatoria;2016;13,5
Hungría;O Administración Pública y defensa, Seguridad Social obligatoria;2015;4,2
Hungría;O Administración Pública y defensa, Seguridad Social obligatoria;2014;3,6
Hungría;O Administración Pública y defensa, Seguridad Social obligatoria;2013;-0,8
Hungría;O Administración Pública y defensa, Seguridad Social obligatoria;2012;-1,7
Hungría;O Administración Pública y defensa, Seguridad Social obligatoria;2011;3,9
Hungría;O Administración Pública y defensa, Seguridad Social obligatoria;2010;3,7
Hungría;O Administración Pública y defensa, Seguridad Social obligatoria;2009;7
Malta;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2021;..
Malta;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2020;..
Malta;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2019;..
Malta;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2018;11,8
Malta;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2017;..
Malta;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2016;..
Malta;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2015;..
Malta;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2014;..
Malta;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2013;..
Malta;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2012;..
Malta;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2011;..
Malta;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2010;..
Malta;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2009;..
Malta;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2021;10,5
Malta;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2020;10
Malta;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2019;11,6
Malta;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2018;13
Malta;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2017;13,2
Malta;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2016;11,6
Malta;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2015;10,7
Malta;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2014;10,6
Malta;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2013;9,7
Malta;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2012;9,5
Malta;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2011;7,7
Malta;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2010;7,2
Malta;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2009;7,7
Malta;O Administración Pública y defensa, Seguridad Social obligatoria;2021;..
Malta;O Administración Pública y defensa, Seguridad Social obligatoria;2020;..
Malta;O Administración Pública y defensa, Seguridad Social obligatoria;2019;..
Malta;O Administración Pública y defensa, Seguridad Social obligatoria;2018;-5,5
Malta;O Administración Pública y defensa, Seguridad Social obligatoria;2017;..
Malta;O Administración Pública y defensa, Seguridad Social obligatoria;2016;..
